"Accession","Min_1","Min_2","Min_3","Gene","Protein"
"P32331",0.000129534664588036,0.000133502144539004,0.00013595469981733,"YPR058W","YMC1"
"P32332",0.000334791625310047,0.000335633405745021,0.000341159186816471,"YKL120W","OAC1"
"P32333",4.4810540812123e-05,4.60513583157771e-05,4.75945440463798e-05,"YPL082C","MOT1"
"P32335",7.45278284861006e-05,7.11855070693837e-05,7.74795574433984e-05,"YLR203C","MSS51"
"P32336",2.30557695855071e-06,2.62060832838726e-06,2.59740532288833e-06,"YOR373W","NUD1"
"P32337",0.00020984147027454,0.000207247307313757,0.000221807219502295,"YMR308C","PSE1"
"P32338",2.6247191980655e-07,2.08202376901417e-07,2.89664567395428e-07,"YGR044C","RME1"
"P32340",4.71192446647063e-05,5.00400501040899e-05,5.49442366423805e-05,"YML120C","NDI1"
"P32341",1.91394035334018e-05,2.07824864759787e-05,2.06495919418243e-05,"YKL119C","VPH2"
"P32342",4.61992086527194e-06,4.44841847425447e-06,4.65738474556624e-06,"YKL122C","SRP21"
"P32343",1.12816467665261e-06,1.16428248832617e-06,1.117903609963e-06,"YKL124W","SSH4"
"P32345",1.10705525396475e-05,1.01310200268659e-05,1.1709783456514e-05,"YDR075W","PPH3"
"P32347",4.8113759690129e-05,5.09201727940682e-05,4.80383762357515e-05,"YDR047W","HEM12"
"P32349",9.91821036515589e-05,0.000102594519544993,0.000103536749100576,"YPR190C","RPC82"
"P32351",9.76071959639249e-06,9.73897460646097e-06,1.04831009598412e-05,"YIL154C","IMP2'"
"P32352",0.000621199017262569,0.000689545926130048,0.000728030182292082,"YMR202W","ERG2"
"P32353",7.06993845426384e-05,7.92026099873666e-05,8.18682384516262e-05,"YLR056W","ERG3"
"P32354",3.95870776669529e-07,3.98734020600693e-07,4.07995728233504e-07,"YIL150C","MCM10"
"P32356",3.42263363290488e-05,2.71302087072385e-05,3.42518664601721e-05,"YDR001C","NTH1"
"P32361",9.45164465571185e-07,8.98811058367056e-07,1.04490404791419e-06,"YHR079C","IRE1"
"P32364",1.58409236866107e-05,1.63421856040303e-05,1.73491956624051e-05,"YKL079W","SMY1"
"P32366",0.000915778288550089,0.000885396032511508,0.000854730161085337,"YLR447C","VMA6"
"P32367",9.20233776815545e-06,9.38103811224922e-06,9.85741249555356e-06,"YBR123C","TFC1"
"P32368",0.00015195465989767,0.000156955484747616,0.000153311641590374,"YKL212W","SAC1"
"P32377",0.000241144660747274,0.000269582512255274,0.000261452728027415,"YNR043W","MVD1"
"P32378",5.74016840830502e-06,5.92939322936621e-06,6.28117412877378e-06,"YNR041C","COQ2"
"P32379",0.000481888334983167,0.000474217257124773,0.000471402911192881,"YGR253C","PUP2"
"P32380",7.49795284497362e-06,7.07815401122586e-06,7.76696630743835e-06,"YDR356W","SPC110"
"P32381",0.000160782804562808,0.000156356512196944,0.000158806008563017,"YDL029W","ARP2"
"P32386",0.000159028938384962,0.000160836746239013,0.000159265566891763,"YLL048C","YBT1"
"P32387",2.29068061160756e-06,2.17822400599008e-06,2.32263498313953e-06,"YDR405W","MRP20"
"P32388",5.69978785610766e-06,6.07245805633089e-06,6.28608428696984e-06,"YKL167C","MRP49"
"P32389",1.24164620642282e-06,1.51619225663877e-06,1.37798267689135e-06,"YNL103W","MET4"
"P32419",6.36668179433527e-05,6.50491956435717e-05,6.70548324515143e-05,"YDL078C","MDH3"
"P32445",0.00021058825855028,0.000229567176272378,0.000225097261655494,"YCR028C-A","RIM1"
"P32447",3.0911812191645e-05,2.9496927458284e-05,3.02738975662058e-05,"YJL115W","ASF1"
"P32449",0.00129083857530795,0.00133894090868936,0.00135233038346296,"YBR249C","ARO4"
"P32451",7.00283577037255e-05,6.75803755628707e-05,7.04895076773152e-05,"YGR286C","BIO2"
"P32452",1.00269945345838e-05,1.05781552285228e-05,1.05320935762117e-05,"YNL316C","PHA2"
"P32453",2.76252555549915e-05,2.59416272868383e-05,2.74820113810849e-05,"YNL315C","ATP11"
"P32454",0.000202810869862277,0.000201916208709161,0.000202407025923992,"YKL157W","APE2"
"P32457",0.000155218198738319,0.000153880262255401,0.000154774331842121,"YLR314C","CDC3"
"P32458",2.00544228216866e-05,1.75735527927609e-05,2.08819522266308e-05,"YJR076C","CDC11"
"P32460",2.56204681400066e-06,2.62662597142547e-06,2.68070709298562e-06,"YIR030C","DCG1"
"P32461",6.30719204922802e-06,6.25392315253645e-06,6.10502700099894e-06,"YKL191W","DPH2"
"P32462",3.9911615154655e-06,4.39784327744871e-06,4.2388413608637e-06,"YNL280C","ERG24"
"P32463",1.47946381062624e-05,1.2509499065481e-05,1.37446600928093e-05,"YKL192C","ACP1"
"P32464",4.46771994416789e-06,4.51619747786498e-06,5.18726682091359e-06,"YKL189W","HYM1"
"P32465",5.24761944908196e-05,6.58937199557298e-05,6.0673523169644e-05,"YHR094C","HXT1"
"P32466",0.000639956942259138,0.000712308419687656,0.000645267516068586,"YDR345C","HXT3"
"P32467",0.000115155799974741,9.32071846375349e-05,0.000103424983825087,"YHR092C","HXT4"
"P32468",9.76492372330192e-05,0.000102312406537632,0.000101929984749182,"YHR107C","CDC12"
"P32469",5.24052289996438e-05,5.1944710656891e-05,5.16684826216139e-05,"YLR172C","DPH5"
"P32471",0.000752140195115335,0.000770581009408211,0.000732002592558105,"YAL003W","EFB1"
"P32472",2.51884784507698e-05,2.65003560669029e-05,2.74936999405297e-05,"YDR519W","FPR2"
"P32473",0.000543659549387099,0.000547487291579377,0.00055082374878859,"YBR221C","PDB1"
"P32474",7.95322960083219e-05,8.54152678989872e-05,7.70586203021899e-05,"YDR518W","EUG1"
"P32476",0.000430813987131957,0.000498660587575544,0.000484623024121966,"YGR175C","ERG1"
"P32477",0.000113045189851483,0.000106549047096652,0.000115654927976512,"YJL101C","GSH1"
"P32478",7.80582159194346e-07,5.75093440331795e-07,6.35911612170525e-07,"YJL159W","HSP150"
"P32480",6.98219383544803e-06,6.83594553099484e-06,7.13613561371907e-06,"YOR038C","HIR2"
"P32481",0.000387666871344989,0.000406378043939787,0.000399193551274719,"YER025W","GCD11"
"P32485",0.000109836079144509,0.000117438876955387,0.00011059101921478,"YLR113W","HOG1"
"P32486",4.91294964251607e-05,5.22225474319396e-05,5.31493636880891e-05,"YPR159W","KRE6"
"P32487",7.42392477838367e-05,8.17331578688728e-05,8.51482297819508e-05,"YNL268W","LYP1"
"P32491",2.55814866347237e-06,2.33002177619353e-06,2.28309665097949e-06,"YPL140C","MKK2"
"P32492",3.4550721144439e-05,3.49248544590551e-05,3.7048345988299e-05,"YAL029C","MYO4"
"P32494",9.22423851765933e-06,9.26246004132387e-06,9.51844721044868e-06,"YDR176W","NGG1"
"P32495",6.91057090772316e-06,7.23085222818612e-06,8.21009403812016e-06,"YDL208W","NHP2"
"P32496",0.000197674349721941,0.000203892408864205,0.000191068360460448,"YFR052W","RPN12"
"P32497",0.000747571042555589,0.000775600609909884,0.000735520850745261,"YMR309C","NIP1"
"P32499",0.000137332272466008,0.000145567334615087,0.000140135267142885,"YLR335W","NUP2"
"P32500",6.46323053912868e-05,6.55684712150898e-05,6.84662731914765e-05,"YML031W","NDC1"
"P32501",0.000121087456225681,0.00011981309229332,0.000124664541798044,"YDR211W","GCD6"
"P32502",5.55173099083509e-05,5.40151549422278e-05,5.70868037907799e-05,"YLR291C","GCD7"
"P32504",1.42324168459505e-05,1.20835987094965e-05,2.5092976706035e-05,"YGR140W","CBF2"
"P32505",2.47379173107912e-06,2.46490874151124e-06,2.61657013070494e-06,"YGL122C","NAB2"
"P32521",0.000134066576011863,0.000138332742251183,0.000141119301570207,"YIR006C","PAN1"
"P32523",1.58907888992763e-05,1.50642331120948e-05,1.59165149843546e-05,"YLL036C","PRP19"
"P32524",2.84540833898916e-06,2.79334371343397e-06,3.02085422180576e-06,"YJL203W","PRP21"
"P32525",3.15396074893163e-06,3.32515963738832e-06,3.4197897709648e-06,"YJL201W","ECM25"
"P32527",0.000252479191842713,0.00026603328318668,0.000253930574875989,"YGR285C","ZUO1"
"P32528",4.68897931497253e-05,5.12780463685646e-05,5.4274584206792e-05,"YBR208C","DUR1,2"
"P32558",0.000299239599328583,0.000286925399419509,0.000285890294292347,"YGL207W","SPT16"
"P32561",9.6952245617361e-06,9.85745954321415e-06,1.02805994524637e-05,"YNL330C","RPD3"
"P32563",0.000454945033301855,0.000462834807572977,0.000464909300525455,"YOR270C","VPH1"
"P32564",5.80187142035358e-06,6.57514533508596e-06,6.69014365984444e-06,"YGR049W","SCM4"
"P32565",0.000986369835904394,0.000975066232208745,0.000980473203483186,"YIL075C","RPN2"
"P32566",3.33671093047016e-05,3.41768823812545e-05,3.41255055251837e-05,"YGR229C","SMI1"
"P32567",6.97743278167063e-06,6.97579361880693e-06,7.07511458195564e-06,"YMR165C","PAH1"
"P32568",4.57595203936429e-05,4.46695641258428e-05,4.65004350055674e-05,"YDR011W","SNQ2"
"P32569",1.1001385590254e-05,1.12043680374236e-05,1.16189602532171e-05,"YER022W","SRB4"
"P32571",5.09581967091532e-06,5.13229761672126e-06,5.92306519189601e-06,"YDR069C","DOA4"
"P32573",9.12207615174161e-06,4.14727342429193e-06,8.23322203584693e-06,"YNL202W","SPS19"
"P32578",1.39272510810074e-06,1.42229285557763e-06,1.56732932502015e-06,"YDR422C","SIP1"
"P32579",1.01110065075318e-05,1.0316048768349e-05,1.03949790417474e-05,"YGL169W","SUA5"
"P32582",0.00106269812729344,0.00110555844007937,0.00109524391743025,"YGR155W","CYS4"
"P32583",2.97744461255167e-05,3.01014566485427e-05,3.04922548185788e-05,"YKR092C","SRP40"
"P32585",5.79891835233445e-06,5.71981652958501e-06,6.24488764478806e-06,"YGR104C","SRB5"
"P32588",0.000389574873025979,0.000418934329712452,0.000395907293822292,"YNL016W","PUB1"
"P32589",0.00333440429038746,0.00343495650269732,0.00336826150785045,"YPL106C","SSE1"
"P32590",1.32063117292672e-05,1.32645750445561e-05,1.39336769346845e-05,"YBR169C","SSE2"
"P32591",6.84471717249327e-05,7.08030980828325e-05,6.9824897738563e-05,"YJL176C","SWI3"
"P32597",9.51162607107495e-05,9.70765404649736e-05,9.67236745237667e-05,"YIL126W","STH1"
"P32598",0.000193359819958213,0.000192226739423756,0.000199609712654074,"YER133W","GLC7"
"P32599",0.000238492835974323,0.000236026614864468,0.000241903711362542,"YDR129C","SAC6"
"P32600",3.17214917298267e-05,3.20024942265989e-05,3.40326613066628e-05,"YKL203C","TOR2"
"P32602",0.0001145854801438,0.00012003543611763,0.00012342883409489,"YBL050W","SEC17"
"P32604",1.96773273794804e-05,2.06111195431963e-05,2.12672068767885e-05,"YJL155C","FBP26"
"P32606",8.61762190525925e-07,8.86279643878458e-07,9.24558887025405e-07,"YOR017W","PET127"
"P32608",4.3849603343168e-05,4.12894736471602e-05,4.39865078095251e-05,"YGL252C","RTG2"
"P32609",5.74552707809071e-06,5.01886683807099e-06,6.44067367811196e-06,"YDR323C","PEP7"
"P32610",0.000221313454467425,0.000217842319716077,0.000225311754488859,"YEL051W","VMA8"
"P32611",2.65076264350765e-07,2.9114949048278e-07,2.82289565570394e-07,"YEL050C","RML2"
"P32613",2.05773002295252e-05,2.14767829994569e-05,2.09194859667074e-05,"YEL048C","TCA17"
"P32614",0.000824413318944993,0.000807145243479627,0.000795654419102834,"YEL047C","FRD1"
"P32621",1.83711086535076e-05,1.92945237550353e-05,1.88246650504028e-05,"YEL042W","GDA1"
"P32623",0.00023263441653105,0.000245330099443278,0.000252931202345477,"YEL040W","UTR2"
"P32626",2.39240775708906e-05,2.55129953841525e-05,2.43527024126665e-05,"YEL038W","UTR4"
"P32628",0.000191667214830708,0.000191139472496973,0.000190576015882959,"YEL037C","RAD23"
"P32629",5.43534806116607e-05,5.23630080729255e-05,5.54165607941317e-05,"YEL036C","ANP1"
"P32639",1.46788001390713e-05,1.35725183146592e-05,1.42219137620195e-05,"YER172C","BRR2"
"P32642",1.21607359120882e-05,1.3300358770574e-05,1.24974908024456e-05,"YER174C","GRX4"
"P32643",1.64065221978788e-05,1.59450337811492e-05,1.76299276228838e-05,"YER175C","TMT1"
"P32644",1.1632332690579e-05,1.13599005768902e-05,1.23728597961446e-05,"YER176W","ECM32"
"P32656",3.0284338084527e-06,2.94875143313132e-06,3.12358432154057e-06,"YER163C","GCG1"
"P32657",2.28951138752772e-05,2.36496336550302e-05,2.35282836286008e-05,"YER164W","CHD1"
"P32660",2.05098877167643e-05,1.97287309577955e-05,2.06342973987577e-05,"YER166W","DNF1"
"P32767",3.45449207851978e-05,3.30333463758619e-05,3.50538842311098e-05,"YGL016W","KAP122"
"P32769",1.48798646954067e-05,1.48248878635279e-05,1.51919753358393e-05,"YKR084C","HBS1"
"P32770",7.05301945101096e-06,7.18905822587862e-06,7.12702055651429e-06,"YDL167C","NRP1"
"P32771",1.11103756774415e-05,1.07095056922004e-05,1.14568735571752e-05,"YDL168W","SFA1"
"P32774",7.02926466231327e-05,7.00461710364872e-05,7.45094648300042e-05,"YKL058W","TOA2"
"P32775",1.08315965956852e-05,9.47579220532324e-06,1.06881864154537e-05,"YEL011W","GLC3"
"P32776",9.03621251457353e-06,9.29691650963775e-06,9.68535990854472e-06,"YDR311W","TFB1"
"P32783",2.11011544753372e-05,2.07800226531263e-05,2.19268785890592e-05,"YBR236C","ABD1"
"P32784",1.3225097983745e-05,1.28491675354907e-05,1.33909304712706e-05,"YBL011W","SCT1"
"P32785",1.24293444183427e-06,1.13120741406942e-06,1.41713814944509e-06,"YBL013W","FMT1"
"P32787",1.52015593400331e-06,1.59190348665231e-06,1.62411654366257e-06,"YJR144W","MGM101"
"P32788",1.54826500172526e-06,1.44624233400468e-06,1.60975256544542e-06,"YBL010C","YBL010C"
"P32790",5.63329226130202e-05,5.63870502016913e-05,5.89731597266022e-05,"YBL007C","SLA1"
"P32792",7.07170250313949e-06,6.88768293909545e-06,7.18537540880719e-06,"YHR017W","YSC83"
"P32793",6.46768995472066e-06,6.26117767908363e-06,6.20593411762163e-06,"YHR016C","YSC84"
"P32794",2.75986453377682e-05,2.74145401207889e-05,2.85389715620726e-05,"YLR397C","AFG2"
"P32795",5.76038589358734e-05,5.7027347890628e-05,5.91187360025461e-05,"YPR024W","YME1"
"P32796",7.38873274294577e-05,8.80920321750659e-05,8.97004738630504e-05,"YML042W","CAT2"
"P32798",9.49051440086113e-05,0.00010256061335293,0.000104334849121823,"YOR316C","COT1"
"P32799",1.07398640495139e-05,1.26712023648642e-05,1.41868360189986e-05,"YGL191W","COX13"
"P32801",2.02734795361874e-06,2.26944062061614e-06,2.38433633297581e-06,"YKL048C","ELM1"
"P32802",5.72735143480555e-06,5.67010346929414e-06,5.81314117621855e-06,"YLR083C","EMP70"
"P32803",5.11443072048761e-05,4.86193966556739e-05,4.94764482075911e-05,"YGL200C","EMP24"
"P32804",0.000414070001873592,0.000497133499396732,0.00054326423578433,"YGL255W","ZRT1"
"P32806",5.64422039517426e-06,5.79242463291997e-06,6.20896543838539e-06,"YJL044C","GYP6"
"P32807",1.95517101846959e-06,1.79800819925754e-06,1.96792789826689e-06,"YMR284W","YKU70"
"P32829",1.87328781994011e-06,6.50216678905313e-07,1.67197862634182e-06,"YMR224C","MRE11"
"P32831",2.68512824118258e-05,2.70309447366372e-05,2.7958968400296e-05,"YBR212W","NGR1"
"P32832",5.08193965885228e-05,5.06956844690671e-05,5.24839684292421e-05,"YMR091C","NPL6"
"P32833",1.19603401711848e-06,1.23012908839288e-06,1.27341701150062e-06,"YBR060C","ORC2"
"P32836",0.000622088146102585,0.00060917804310368,0.000628946515730095,"YOR185C","GSP2"
"P32839",1.12522184460358e-06,1.13192750048444e-06,1.14049130155971e-06,"YDR375C","BCS1"
"P32842",5.95064074151214e-06,6.22796578554482e-06,5.5636048043281e-06,"YPL234C","VMA11"
"P32843",3.36723255013696e-05,3.41955925516378e-05,3.80708192094024e-05,"YMR302C","YME2"
"P32844",2.60046424811346e-05,2.6187385043044e-05,2.75963393479937e-05,"YIL068C","SEC6"
"P32849",5.15752524435153e-06,4.76705551210408e-06,6.05374987825924e-06,"YLR032W","RAD5"
"P32854",4.27973050863971e-06,4.02973747303603e-06,4.62601291848842e-06,"YOR036W","PEP12"
"P32855",8.81483112425627e-06,9.02910603085642e-06,9.46437754976046e-06,"YPR055W","SEC8"
"P32860",0.000136226981996657,0.000131592376763706,0.000140052046537146,"YKL040C","NFU1"
"P32861",0.000304072798208222,0.000269485228464931,0.000308562341262139,"YKL035W","UGP1"
"P32863",3.90232676094583e-06,1.28615328001898e-06,3.20448710900049e-06,"YGL163C","RAD54"
"P32864",5.53845977859864e-05,5.52880518537903e-05,5.72158427405991e-05,"YOR370C","MRS6"
"P32867",1.88038650408293e-07,1.99624052819868e-07,1.85591942130457e-07,"YPL232W","SSO1"
"P32873",7.75880396009288e-06,6.47521084123947e-06,7.69038230832987e-06,"YPL115C","BEM3"
"P32874",2.6063853366841e-06,2.41742286438314e-06,2.84091267399794e-06,"YMR207C","HFA1"
"P32875",1.28913191237113e-05,1.37880929409216e-05,1.33113672339607e-05,"YOR196C","LIP5"
"P32891",5.12345561347033e-05,5.59172437398759e-05,5.95039682223807e-05,"YDL174C","DLD1"
"P32892",4.32227685701695e-05,4.34803506759913e-05,4.22870670617928e-05,"YLL008W","DRS1"
"P32893",6.67129297060085e-07,6.25325697044314e-07,6.8820446827927e-07,"YGR166W","TRS65"
"P32895",0.000103558194459348,0.000109921222036137,0.000108817653148117,"YKL181W","PRS1"
"P32896",2.27075013060177e-05,2.36888551068246e-05,2.34690069818866e-05,"YDR081C","PDC2"
"P32897",3.90570138014081e-05,3.75898552273133e-05,4.02271171350718e-05,"YNR017W","TIM23"
"P32898",1.20305332407123e-05,1.13256145272279e-05,1.22156423476472e-05,"YDR430C","CYM1"
"P32899",1.28976336803056e-05,1.32587571964507e-05,1.31635079042686e-05,"YHR148W","IMP3"
"P32900",7.93031479797965e-07,7.34137033795617e-07,9.07318546574713e-07,"YHR149C","SKG6"
"P32901",9.62787113610775e-06,9.93681241817111e-06,9.14205719246628e-06,"YKR093W","PTR2"
"P32902",2.35702190686371e-05,2.37506679063162e-05,2.48555824310443e-05,"YHL004W","MRP4"
"P32904",4.28423626624211e-06,4.14885112340204e-06,4.49328994399465e-06,"YHR147C","MRPL6"
"P32906",4.00880520100424e-06,4.11702923840013e-06,4.27144071843445e-06,"YJR131W","MNS1"
"P32908",6.61483648365377e-06,6.66307057746524e-06,7.32096783270645e-06,"YFL008W","SMC1"
"P32909",9.55387231019082e-08,9.68245379575264e-08,9.74594999359731e-08,"YBR172C","SMY2"
"P32910",4.14555629401284e-06,4.2175432294563e-06,4.46867078307831e-06,"YNR003C","RPC34"
"P32911",8.87770253885001e-06,9.12912149567702e-06,9.13452882011824e-06,"YNL244C","SUI1"
"P32912",2.68720486082213e-06,2.77791322003514e-06,2.80677194325068e-06,"YGL212W","VAM7"
"P32913",3.99697427189374e-05,3.81851804808199e-05,4.02290749727719e-05,"YOR132W","VPS17"
"P32915",0.000299105901552687,0.000293557781317535,0.000313233131828748,"YLR378C","SEC61"
"P32916",9.87904487156767e-05,9.78490938183793e-05,0.000108961635287334,"YDR292C","SRP101"
"P32917",1.37296024876223e-06,1.34877175667066e-06,1.39360810435946e-06,"YDR103W","STE5"
"P32939",1.01519505226274e-05,1.00309305433115e-05,1.08886693125925e-05,"YML001W","YPT7"
"P33201",9.15059502274165e-05,9.77879279261372e-05,9.05642838010266e-05,"YKL009W","MRT4"
"P33202",2.53537655917682e-05,2.38460064019098e-05,2.57309566321177e-05,"YKL010C","UFD4"
"P33203",3.57760486969053e-06,3.42555047656409e-06,3.99690038719279e-06,"YKL012W","PRP40"
"P33204",4.96333280735317e-05,5.07804800814099e-05,5.45121183475638e-05,"YKL013C","ARC19"
"P33296",5.32351939676266e-08,5.48947877879679e-08,5.86132795359382e-08,"YER100W","UBC6"
"P33297",0.000216778772861705,0.000221735698853545,0.000216941647509924,"YOR117W","RPT5"
"P33298",0.000107526421862592,0.000107538336503056,0.000107501126076691,"YDR394W","RPT3"
"P33299",0.000606890991743865,0.000588826120712983,0.000616699814425638,"YKL145W","RPT1"
"P33302",3.20759480993361e-05,3.54560926839197e-05,3.37628133922966e-05,"YOR153W","PDR5"
"P33303",6.09865590460713e-05,6.30747016986708e-05,7.2629032215009e-05,"YJR095W","SFC1"
"P33307",0.000145407446330398,0.000143605363956252,0.000143273341897485,"YGL238W","CSE1"
"P33308",7.03117888986115e-06,7.55670999193566e-06,7.89977061555159e-06,"YNR010W","CSE2"
"P33309",1.66456006509397e-06,1.73084848625642e-06,1.69286027666022e-06,"YNL001W","DOM34"
"P33310",1.4960546895609e-05,1.47619133018604e-05,1.55194659671054e-05,"YLR188W","MDL1"
"P33311",5.69533470255163e-06,5.74200724820978e-06,6.22925850050339e-06,"YPL270W","MDL2"
"P33313",8.43894497123699e-06,8.4158228809012e-06,8.99156254193335e-06,"YBR155W","CNS1"
"P33314",7.17048024553135e-06,6.90626686759744e-06,9.15689354693278e-06,"YKL092C","BUD2"
"P33315",1.00859472889653e-05,1.46554107010979e-05,1.32608955970378e-05,"YBR117C","TKL2"
"P33317",3.99177452064926e-05,4.2176040453705e-05,4.03251936680575e-05,"YBR252W","DUT1"
"P33322",8.63058697242054e-05,9.05689149686626e-05,8.91625243718054e-05,"YLR175W","CBF5"
"P33324",8.61970203457161e-06,8.4147825607152e-06,8.91345180689421e-06,"YKL091C","YKL091C"
"P33327",9.60464024225062e-05,0.000115547245319491,0.000116431321758863,"YDL215C","GDH2"
"P33328",6.31379954215068e-06,6.32191093205345e-06,6.8237125720914e-06,"YOR327C","SNC2"
"P33330",0.000798865967096203,0.000837186768162406,0.000797521515119471,"YOR184W","SER1"
"P33331",0.00178518165984463,0.00183348020597022,0.00186929355127224,"YER009W","NTF2"
"P33332",3.33323685156322e-05,3.05809130043606e-05,3.58073986735902e-05,"YER008C","SEC3"
"P33333",0.000135431694364626,0.000138656605045944,0.000139178894560746,"YDL052C","SLC1"
"P33334",2.023961798897e-05,2.213695267117e-05,2.06245649310925e-05,"YHR165C","PRP8"
"P33336",1.38532817597428e-06,1.3438130575807e-06,1.86930775103204e-06,"YGR143W","SKN1"
"P33338",0.000131209396425013,0.000131710494120497,0.000135554041219686,"YNL243W","SLA2"
"P33339",2.8760172310202e-05,2.78054067145938e-05,2.97689199324735e-05,"YGR047C","TFC4"
"P33399",0.000137166460494145,0.000154392786564424,0.000141867565314138,"YDL051W","LHP1"
"P33401",5.07911302767944e-05,5.01322002425296e-05,5.03934117583372e-05,"YKL127W","PGM1"
"P33411",8.75325032413628e-07,8.03715687068056e-07,8.82993659903662e-07,"YGR006W","PRP18"
"P33412",1.52925850799788e-05,1.66105372511635e-05,1.53002118298984e-05,"YGR007W","ECT1"
"P33416",0.000417184504306482,0.000388329150949145,0.000420085848587534,"YDR258C","HSP78"
"P33417",4.98521507376825e-05,5.31502969195759e-05,5.36003297829866e-05,"YKL032C","IXR1"
"P33418",2.4069690271757e-05,2.41196443789178e-05,2.52850888425033e-05,"YKL205W","LOS1"
"P33421",1.39683539486937e-05,1.60589680762371e-05,1.51054956326004e-05,"YKL141W","SDH3"
"P33441",2.60985727935679e-05,2.42594007753608e-05,2.69413426815183e-05,"YML062C","MFT1"
"P33442",0.0010095831758383,0.00108031047067572,0.00100511376205643,"YLR441C","RPS1A"
"P33734",0.000298699154534535,0.00030664922922971,0.000295005094241854,"YBR248C","HIS7"
"P33750",9.66930897152346e-06,9.34284812869443e-06,9.6100450127284e-06,"YLL011W","SOF1"
"P33753",6.35734855007147e-06,7.06122696931865e-06,6.99289028161701e-06,"YKR056W","TRM2"
"P33755",1.42737965634465e-05,1.46840152813847e-05,1.54280063592102e-05,"YBR170C","NPL4"
"P33759",6.3885165704489e-06,6.12270413365948e-06,6.76084680857852e-06,"YBR251W","MRPS5"
"P33760",4.57394315986874e-06,4.66430333982434e-06,4.77279965704329e-06,"YNL329C","PEX6"
"P33767",6.0182155806627e-05,6.0898129292155e-05,6.19472960539616e-05,"YEL002C","WBP1"
"P33775",0.000107726138842887,0.000114763051938086,0.000113714329092298,"YDL095W","PMT1"
"P33891",1.39264028864024e-05,1.39792033371316e-05,1.4481829918939e-05,"YGL145W","TIP20"
"P33892",0.000737081504628376,0.000734186859438977,0.00077324587571613,"YGL195W","GCN1"
"P33893",2.59205076519392e-06,2.65010402690803e-06,2.71040512180833e-06,"YBL080C","PET112"
"P33894",3.08607745284217e-06,3.18527911070151e-06,3.4994979715388e-06,"YOR219C","STE13"
"P33895",4.16681951987429e-06,4.42605284956356e-06,4.11105266192166e-06,"YOL069W","NUF2"
"P34072",4.76376393964839e-07,4.27541263223227e-07,5.19087129809426e-07,"YNL076W","MKS1"
"P34077",7.61543173123666e-05,7.57138933648495e-05,8.41451159943122e-05,"YFR002W","NIC96"
"P34078",2.68296742280203e-06,2.69690388162603e-06,2.81923852178186e-06,"YKL143W","LTV1"
"P34087",4.21625481052977e-05,4.35774281643387e-05,4.2787649237352e-05,"YDR404C","RPB7"
"P34110",2.78736862124149e-05,2.54788866354747e-05,3.31964256941714e-05,"YJL154C","VPS35"
"P34111",6.63728610551215e-06,6.34126263326721e-06,7.27928646158015e-06,"YAL001C","TFC3"
"P34160",0.000210147267323087,0.000207938780967473,0.000214144158370907,"YMR125W","STO1"
"P34162",1.19684022418713e-05,1.1766871832981e-05,1.24263661503376e-05,"YHR041C","SRB2"
"P34163",1.22979505708701e-05,1.18346202629576e-05,1.31342027343645e-05,"YKL140W","TGL1"
"P34164",7.46743870354999e-07,2.13497248252565e-07,5.12637674425015e-06,"YGL208W","SIP2"
"P34167",0.000220808173263928,0.000227497361734392,0.00022609644166044,"YPR163C","TIF3"
"P34216",8.4532771781089e-05,8.38491685594666e-05,8.68126847123773e-05,"YBL047C","EDE1"
"P34219",5.73111226313445e-06,5.79440482850752e-06,6.56538562075922e-06,"YBL054W","TOD6"
"P34220",9.91524935875168e-06,1.05993127399425e-05,1.01933598397939e-05,"YBL055C","YBL055C"
"P34221",6.02542253765605e-05,6.19089223689867e-05,5.91034625316048e-05,"YBL056W","PTC3"
"P34222",2.95827966586261e-05,2.98611237835795e-05,2.97664746487076e-05,"YBL057C","PTH2"
"P34223",2.58849665394664e-05,2.60456837532356e-05,2.74894225714196e-05,"YBL058W","SHP1"
"P34226",3.76968825554722e-06,3.757584966332e-06,4.261592034506e-06,"YBL061C","SKT5"
"P34227",5.77856882204022e-05,5.77319056304267e-05,6.11030025893647e-05,"YBL064C","PRX1"
"P34232",1.8264576159743e-07,1.69541486294435e-07,1.75024298074391e-07,"YKL186C","MTR2"
"P34237",0.000366694760648195,0.000384704779906525,0.000376156545347155,"YKL179C","COY1"
"P34241",8.30143914590482e-05,8.66267814423277e-05,8.49316548675233e-05,"YKL014C","URB1"
"P34243",4.97754218196068e-06,4.8510450569215e-06,5.07731525876322e-06,"YKL017C","HCS1"
"P34244",3.36970004690846e-06,3.26740668169566e-06,3.5205644543175e-06,"YKL101W","HSL1"
"P34247",2.10204116086477e-06,2.09507897469448e-06,2.20716990594888e-06,"YKL099C","UTP11"
"P34248",1.7910160979882e-05,1.78885085089105e-05,1.77739410360939e-05,"YKL100C","YKL100C"
"P34253",2.63890891596817e-05,2.83456052853313e-05,2.82654245007729e-05,"YKL110C","KTI12"
"P34730",0.000164159350147584,0.000154401139582104,0.000172978470823326,"YDR099W","BMH2"
"P34756",4.47712313905063e-06,4.10090792462372e-06,4.83557494000541e-06,"YFR019W","FAB1"
"P34760",0.00143910523037455,0.00143471361482832,0.00146647625872731,"YML028W","TSA1"
"P34761",2.33776529038397e-05,2.41774612650974e-05,2.38046766184775e-05,"YNL197C","WHI3"
