"Accession","Min_1","Min_2","Min_3","Gene","Protein"
"P34909",7.33187882185527e-06,7.20023294820981e-06,7.6145659573153e-06,"YER068W","MOT2"
"P35056",1.69689027421923e-06,2.13375341927576e-06,1.70283178885578e-06,"YDR244W","PEX5"
"P35169",1.80494732112295e-05,1.83251580998792e-05,1.92442816322328e-05,"YJR066W","TOR1"
"P35172",3.37183280772113e-06,2.80280278278932e-06,3.82929068126035e-06,"YBR001C","NTH2"
"P35176",6.42181527122828e-06,6.30879542923837e-06,5.97308289859728e-06,"YDR304C","CPR5"
"P35177",1.93954228844166e-05,1.9951437196778e-05,1.9853543084566e-05,"YBR081C","SPT7"
"P35178",3.42035279292168e-05,3.64654697006909e-05,3.22346608309541e-05,"YDR087C","RRP1"
"P35179",0.000260305096049439,0.000260085065846702,0.00026256452682628,"YDR086C","SSS1"
"P35180",4.1839996888981e-05,4.17815986741441e-05,4.2971486471685e-05,"YGR082W","TOM20"
"P35182",7.74214877241793e-06,7.51214325838477e-06,7.75989611605966e-06,"YDL006W","PTC1"
"P35183",5.05036387593254e-07,4.90025033634342e-07,5.25895018489936e-07,"YBL069W","AST1"
"P35184",2.48597381002725e-07,2.58536352144453e-07,2.28805430155865e-07,"YIR012W","SQT1"
"P35189",5.33565244597755e-05,5.34030717182749e-05,5.70864676400201e-05,"YPL129W","TAF14"
"P35191",7.36855615107168e-06,7.28911414301401e-06,7.94036741418288e-06,"YFL016C","MDJ1"
"P35193",5.95175326748661e-07,5.158421427622e-07,5.93158476287476e-07,"YOL082W","ATG19"
"P35194",6.61407206805123e-05,6.70259125360559e-05,6.87665525158849e-05,"YBL004W","UTP20"
"P35196",2.92038005140019e-05,2.61101922254549e-05,2.77826129286996e-05,"YBR002C","RER2"
"P35197",5.68983423596389e-05,5.66539344965504e-05,5.70517049144342e-05,"YDL226C","GCS1"
"P35202",9.31801308856572e-06,8.04047918893057e-06,8.72765779664106e-06,"YOR143C","THI80"
"P35206",1.19239900825741e-06,1.27447406276979e-06,1.24959706943639e-06,"YBR036C","CSG2"
"P35207",2.0191345102576e-05,2.03578889748262e-05,2.10435280475269e-05,"YLR398C","SKI2"
"P35691",0.00636168079061658,0.00609616367956057,0.00614177725547883,"YKL056C","TMA19"
"P35718",7.21223287563609e-05,6.96290296381609e-05,7.53904639024436e-05,"YKL144C","RPC25"
"P35719",7.17093605166394e-05,6.77009247471367e-05,7.42525579200926e-05,"YKL142W","MRP8"
"P35723",9.13314084226307e-05,9.58644060037226e-05,9.56023573832757e-05,"YKL065C","YET1"
"P35724",5.17857193549984e-06,4.68035010260749e-06,5.84966393439404e-06,"YKL064W","MNR2"
"P35725",8.99038153037314e-05,0.000103641273330586,9.74236888800802e-05,"YKL063C","YKL063C"
"P35728",1.39577395494734e-06,1.3401578072705e-06,1.52693989151908e-06,"YKL059C","MPE1"
"P35729",2.76617641530443e-05,2.66653086623411e-05,2.76901771681393e-05,"YKL057C","NUP120"
"P35732",5.66145901836776e-05,5.46274090196162e-05,5.75190712950415e-05,"YKL054C","DEF1"
"P35817",4.73943134552678e-05,4.66834897588273e-05,4.97331013661071e-05,"YLR399C","BDF1"
"P35844",0.000156100195847228,0.000161788959383355,0.000162121981958614,"YPL145C","KES1"
"P35845",1.47165880639995e-05,1.47404097818411e-05,1.49641349808789e-05,"YAR042W","SWH1"
"P35996",2.02944486815478e-05,1.9805976904127e-05,2.11434333659742e-05,"YKL170W","MRPL38"
"P35997",0.00107590064847261,0.00114348112961392,0.00113935837127372,"YKL156W","RPS27A"
"P35999",1.04398628492467e-05,9.8098508698175e-06,1.04981807051164e-05,"YKL134C","OCT1"
"P36000",5.89719151006929e-05,5.99130481496027e-05,6.20050538831878e-05,"YKL135C","APL2"
"P36002",8.28540995068714e-09,7.96435115046223e-09,8.44299411193397e-09,"YKL198C","PTK1"
"P36004",3.96270410183883e-06,3.86552191197601e-06,3.94799780694116e-06,"YKL168C","KKQ8"
"P36006",2.54599777775795e-05,2.55921681624861e-05,2.74878048647784e-05,"YKL129C","MYO3"
"P36007",3.2913347343123e-05,3.18014621132674e-05,3.34151221998713e-05,"YKL218C","SRY1"
"P36008",0.0026380127601046,0.0026634901281211,0.00260170979825914,"YKL081W","TEF4"
"P36009",4.94707840415262e-06,4.77514785035795e-06,5.20269068940999e-06,"YKL078W","DHR2"
"P36010",0.000239777273172537,0.000242503011280748,0.000252219573084182,"YKL067W","YNK1"
"P36012",7.95959711121825e-07,7.18857885954027e-07,8.92008515161386e-07,"YKL049C","CSE4"
"P36013",0.000216861113641111,0.000228520274944306,0.000218854982430782,"YKL029C","MAE1"
"P36015",0.000132293662362276,0.000127413455613263,0.00013117485278686,"YKL196C","YKT6"
"P36016",7.08339855406383e-05,7.09655100948639e-05,7.40652229053612e-05,"YKL073W","LHS1"
"P36017",8.47090446018467e-05,8.56800193196925e-05,8.55646287386641e-05,"YOR089C","VPS21"
"P36018",3.46439678359926e-05,3.34617494160539e-05,3.49647278017924e-05,"YKR014C","YPT52"
"P36022",9.06125968958173e-06,9.17848666465472e-06,9.76733421705752e-06,"YKR054C","DYN1"
"P36024",1.3568376592712e-07,1.37653679114247e-07,1.31168079898383e-07,"YKR072C","SIS2"
"P36036",1.91631235958446e-05,1.97987246757322e-05,1.98797091068021e-05,"YKL214C","YRA2"
"P36037",0.000124865101660857,0.000120640504433481,0.000127038641481293,"YKL213C","DOA1"
"P36038",3.16081663210442e-06,3.43211496446693e-06,3.60108683060592e-06,"YKL208W","CBT1"
"P36039",5.12807649971557e-07,2.55596654567972e-07,3.27729604219357e-07,"YKL207W","EMC3"
"P36040",2.21031402170971e-05,2.23481124138286e-05,2.19881663270566e-05,"YKL206C","ADD66"
"P36041",1.35508429265717e-05,1.42661017334999e-05,1.46275497867694e-05,"YKL204W","EAP1"
"P36046",8.34625125330767e-06,7.37829421469788e-06,8.08325741482124e-06,"YKL195W","MIA40"
"P36047",3.18839539835477e-05,3.23748449272738e-05,3.21246248480038e-05,"YKL193C","SDS22"
"P36048",1.59112872313083e-05,1.50069517211331e-05,1.6035300566411e-05,"YKL173W","SNU114"
"P36049",2.47777329751614e-05,2.55564162138395e-05,2.59592313779734e-05,"YKL172W","EBP2"
"P36051",2.43746925240907e-05,2.50159300442853e-05,2.5183698746808e-05,"YKL165C","MCD4"
"P36053",3.71033593538346e-06,3.45500642314877e-06,3.68429610366287e-06,"YKL160W","ELF1"
"P36056",3.0620166737517e-06,2.73424358019249e-06,2.95530724719801e-06,"YKL155C","RSM22"
"P36057",2.45749366312509e-05,2.53660142214846e-05,2.56137092524162e-05,"YKL154W","SRP102"
"P36059",1.39498664511876e-05,1.38964251913094e-05,1.35234490846185e-05,"YKL151C","YKL151C"
"P36060",1.65310242216822e-05,1.79926163318453e-05,1.84333250773098e-05,"YKL150W","MCR1"
"P36062",1.27643481824706e-05,1.27539486903354e-05,1.35983521051404e-05,"YKL146W","AVT3"
"P36069",5.06748671298378e-06,4.76732284825462e-06,4.98259777649564e-06,"YKL128C","PMU1"
"P36076",1.77287379730824e-05,1.8443964655822e-05,1.88245571814882e-05,"YKL088W","CAB3"
"P36080",1.66619411324402e-05,1.69500954371155e-05,1.70027563957848e-05,"YKL082C","RRP14"
"P36081",4.55875005835047e-05,4.88733931729755e-05,4.53640685696915e-05,"YKL077W","YKL077W"
"P36083",2.92749803525409e-06,3.22681322512668e-06,3.24491193397184e-06,"YKL075C","YKL075C"
"P36084",4.61541467832534e-06,4.7274389881588e-06,5.15125691593369e-06,"YKL074C","MUD2"
"P36085",1.32688748419001e-07,1.32614850285778e-07,1.40686605976726e-07,"YKL072W","STB6"
"P36088",1.0105033078364e-05,9.71321906050742e-06,1.01185318008952e-05,"YKL069W","YKL069W"
"P36090",3.19335616905906e-06,3.01183241928009e-06,3.38240244629598e-06,"YKL047W","ANR2"
"P36091",3.66257411289491e-05,3.41921429828211e-05,3.87512234796366e-05,"YKL046C","DCW1"
"P36093",3.14801056861512e-06,3.16677084747363e-06,3.80640909914665e-06,"YKL043W","PHD1"
"P36094",1.52097552334597e-05,1.53670025711153e-05,1.58942237023051e-05,"YKL042W","SPC42"
"P36095",8.69778323108454e-06,8.5062339237641e-06,8.93717333008284e-06,"YKL041W","VPS24"
"P36100",7.16310776085284e-06,7.18250104341275e-06,7.22855524754355e-06,"YKL028W","TFA1"
"P36101",3.39812360714844e-05,3.58393670504908e-05,3.53181191467963e-05,"YKL027W","TCD2"
"P36102",3.47069499985865e-05,3.3422490635386e-05,3.50116102049828e-05,"YKL025C","PAN3"
"P36104",7.18419767154805e-06,7.33627490425245e-06,7.41570781398365e-06,"YKL018W","SWD2"
"P36105",0.000302141573939074,0.000297356745362429,0.00028017821518525,"YKL006W","RPL14A"
"P36106",1.18739758877115e-06,1.07213474800697e-06,1.1874490298515e-06,"YKL005C","BYE1"
"P36108",5.82096776673473e-05,5.55088678345578e-05,5.91521407412929e-05,"YKL002W","DID4"
"P36112",0.000113729310399492,0.000115902978082056,0.000119892851630913,"YKR016W","MIC60"
"P36114",0.00013777572084718,0.000138130911019951,0.000145233320989927,"YKR018C","YKR018C"
"P36116",4.00404860656024e-06,3.6689876594012e-06,4.00277391094341e-06,"YKR020W","VPS51"
"P36117",1.74274492014419e-06,1.71317325419801e-06,1.97321224054687e-06,"YKR021W","ALY1"
"P36119",2.72698789645435e-07,2.27708181462034e-07,2.7984384964422e-07,"YKR023W","YKR023W"
"P36120",1.16783364853611e-05,1.2649840655666e-05,1.24158262536346e-05,"YKR024C","DBP7"
"P36121",5.30812000340759e-06,5.2558063484102e-06,5.37765103763313e-06,"YKR025W","RPC37"
"P36122",5.71350789802661e-06,5.76290430354695e-06,5.76776296998158e-06,"YKR027W","BCH2"
"P36123",8.92625084390958e-05,8.81182968757887e-05,9.21730377642098e-05,"YKR028W","SAP190"
"P36124",4.6529576762148e-06,4.5636693849464e-06,5.06917267458979e-06,"YKR029C","SET3"
"P36126",5.72529345406547e-06,6.15642616056396e-06,6.69361230433725e-06,"YKR031C","SPO14"
"P36130",3.11740426576634e-06,3.03579706545455e-06,3.34328549030202e-06,"YKR036C","CAF4"
"P36131",4.97476084060886e-07,5.03384516035362e-07,5.04769100893326e-07,"YKR037C","SPC34"
"P36132",1.15338176243444e-05,1.1959553958196e-05,1.19701666727729e-05,"YKR038C","KAE1"
"P36136",0.000126167882881444,0.000124760044949877,0.000128494604557994,"YKR043C","SHB17"
"P36139",6.60684998093631e-06,6.94832393516009e-06,7.95660132091101e-06,"YKR046C","PET10"
"P36144",6.45897771221156e-06,6.61276035979588e-06,6.54011417627346e-06,"YKR060W","UTP30"
"P36145",4.74867724594954e-06,3.99102100681109e-06,4.75972332294238e-06,"YKR062W","TFA2"
"P36147",1.59053976957346e-05,1.57989242657093e-05,1.61314576302826e-05,"YKR065C","PAM17"
"P36148",1.44784647838016e-05,1.3600531103021e-05,1.46510234076026e-05,"YKR067W","GPT2"
"P36149",4.0136844180039e-05,4.14028934810701e-05,4.4894551171555e-05,"YKR068C","BET3"
"P36150",7.70008703501567e-05,7.94043461733139e-05,8.53129337947249e-05,"YKR069W","MET1"
"P36151",2.32499199243443e-05,2.2994919598244e-05,2.40765486817977e-05,"YKR070W","YKR070W"
"P36152",4.61074609369897e-06,4.94488280912705e-06,4.62077990498259e-06,"YKR071C","DRE2"
"P36154",1.99763168680557e-05,2.02464568489442e-05,2.02032014045569e-05,"YKR074W","AIM29"
"P36156",1.41162595487026e-07,1.67390002478396e-07,1.63134240995582e-07,"YKR076W","ECM4"
"P36158",7.17147878976047e-06,6.82261252163167e-06,7.31669185467281e-06,"YKR078W","YKR078W"
"P36159",1.93626766290319e-05,2.08828173497758e-05,2.13274678276696e-05,"YKR079C","TRZ1"
"P36160",3.88273568114861e-05,3.97920129173214e-05,4.10514085187832e-05,"YKR081C","RPF2"
"P36161",3.91484666947812e-05,3.97316064180021e-05,4.05511841180187e-05,"YKR082W","NUP133"
"P36162",1.56212748822786e-05,1.61638089982352e-05,1.61297612753751e-05,"YKR083C","DAD2"
"P36164",3.12429235052306e-05,3.12311341649811e-05,3.37423626894656e-05,"YKR088C","TVP38"
"P36165",1.84126996269993e-06,1.84540799691554e-06,2.11169164541625e-06,"YKR089C","TGL4"
"P36168",4.81914583233812e-06,4.4997971545755e-06,5.23797859782213e-06,"YKR096W","ESL2"
"P36421",0.000592496539697395,0.000616262968684665,0.000588391854893923,"YGR185C","TYS1"
"P36516",2.26439174641097e-05,2.22068667506724e-05,2.32450108924234e-05,"YMR024W","MRPL3"
"P36517",2.65089567214684e-05,2.37221195635721e-05,2.54111367575806e-05,"YLR439W","MRPL4"
"P36519",3.8527274411356e-07,3.82401158304486e-07,4.02197329483259e-07,"YDR237W","MRPL7"
"P36520",5.59287534271164e-06,5.20031749699458e-06,5.51759953731894e-06,"YNL284C","MRPL10"
"P36521",8.52918718250158e-06,8.14689027534658e-06,8.75408628118221e-06,"YDL202W","MRPL11"
"P36523",1.44101805373348e-05,1.41031535747299e-05,1.41396175109159e-05,"YLR312W-A","MRPL15"
"P36525",4.40766753863822e-06,4.70340026743986e-06,4.69001836439988e-06,"YMR193W","MRPL24"
"P36526",6.53660505522708e-06,6.19490138635529e-06,7.68090187700278e-06,"YBR282W","MRPL27"
"P36527",1.86097456453949e-05,1.84000896562235e-05,1.90935815785642e-05,"YDR462W","MRPL28"
"P36528",2.47873358930221e-06,2.39963223020416e-06,2.54965077254781e-06,"YNL252C","MRPL17"
"P36531",7.78693421910247e-07,7.60707793080484e-07,8.52779442808164e-07,"YBR122C","MRPL36"
"P36533",1.71810773404023e-06,1.73634824354695e-06,1.69404683331669e-06,"YML009C","MRPL39"
"P36534",1.46046419541856e-05,1.36690544448786e-05,1.45025849940981e-05,"YPL173W","MRPL40"
"P36775",0.000154299903944359,0.000153542399233093,0.000160632233937159,"YBL022C","PIM1"
"P36973",3.46337368702586e-05,3.53826939093995e-05,3.62150026229272e-05,"YDR441C","APT2"
"P37012",6.55329480176445e-05,5.01316449678132e-05,6.21010230212909e-05,"YMR105C","PGM2"
"P37020",6.74201864079419e-06,7.14683133111755e-06,7.2322291318111e-06,"YJR040W","GEF1"
"P37254",1.02222627841906e-05,9.78760640909901e-06,1.05735626569424e-05,"YNR033W","ABZ1"
"P37262",1.95294641674995e-05,1.94535112338663e-05,1.92050685389546e-05,"YCR073W-A","SOL2"
"P37263",4.41709873406799e-05,4.2128377141318e-05,5.13240131505156e-05,"YCR087C-A","YCR087C-A"
"P37267",1.22037692016355e-06,1.16646453307559e-06,1.20560044029849e-06,"YGR174C","CBP4"
"P37291",0.0219426065749538,0.0222483833819197,0.0217616099963495,"YLR058C","SHM2"
"P37292",0.000387753513243745,0.000407763547028677,0.000395817960470396,"YBR263W","SHM1"
"P37293",1.2218095136576e-05,1.15280238192877e-05,1.19782174428864e-05,"YGR147C","NAT2"
"P37296",8.74047637537463e-05,8.29509828445647e-05,9.3377837000366e-05,"YMR054W","STV1"
"P37297",4.28850489516456e-05,4.2579135345074e-05,4.60231885418267e-05,"YLR305C","STT4"
"P37298",1.57796588869639e-05,1.82362929698918e-05,1.89217873231337e-05,"YDR178W","SDH4"
"P37299",2.39953550007392e-05,2.65521884181618e-05,2.68969075048634e-05,"YHR001W-A","QCR10"
"P37302",0.000449313896350952,0.000480697701338803,0.000456405669335087,"YBR286W","APE3"
"P37303",0.000124810318719655,0.000123988601664094,0.00012195088281301,"YEL046C","GLY1"
"P37304",4.08850483199841e-05,4.19068784759718e-05,4.05254663342415e-05,"YDR251W","PAM1"
"P37366",5.90166300814397e-06,5.73297579506717e-06,6.14034072487629e-06,"YPR025C","CCL1"
"P37838",4.07903440633751e-05,4.32880144452125e-05,4.39554184114971e-05,"YPL043W","NOP4"
"P37898",0.000164847731334371,0.000163385102653426,0.00016565197451485,"YHR047C","AAP1"
"P38009",0.00215418081837359,0.00231315169378283,0.00221033481913513,"YMR120C","ADE17"
"P38011",0.00257464026464094,0.00273061618946435,0.00267872640229196,"YMR116C","ASC1"
"P38013",0.000632252961108519,0.000613786863973707,0.000655128388614602,"YLR109W","AHP1"
"P38041",8.89318959663666e-07,9.31894556294662e-07,9.56044038681591e-07,"YBL085W","BOI1"
"P38061",0.00148087309355447,0.00137368334759096,0.00138129824336123,"YBL092W","RPL32"
"P38063",6.72530145655608e-06,7.1340327286415e-06,6.92708013900524e-06,"YBL068W","PRS4"
"P38064",3.81077366986393e-06,3.7124262467323e-06,4.06038341069693e-06,"YBL038W","MRPL16"
"P38065",3.98929632552068e-05,3.9663289194212e-05,4.19368686426452e-05,"YBL037W","APL3"
"P38066",3.56040843009474e-06,3.78891462129396e-06,3.86468463598898e-06,"YBL033C","RIB1"
"P38067",5.14198744395702e-06,5.12354280894112e-06,5.28951048209383e-06,"YBR006W","UGA2"
"P38068",6.20695384851819e-07,6.32786759129605e-07,6.55170961734867e-07,"YBR014C","GRX7"
"P38069",7.58946442696443e-05,7.65171586794221e-05,7.63034969975003e-05,"YBR015C","MNN2"
"P38070",2.10218422993243e-06,2.39505843887464e-06,2.41914076097256e-06,"YBR028C","YPK3"
"P38071",1.31623157972687e-05,1.51951104465633e-05,1.45015064706845e-05,"YBR026C","ETR1"
"P38074",6.7633173007519e-06,6.72143125212095e-06,6.87345017164079e-06,"YBR034C","HMT1"
"P38075",0.000103451202825212,0.000100178041809763,0.000104646208734709,"YBR035C","PDX3"
"P38077",7.29999150804505e-05,7.63198958637835e-05,7.65137162696219e-05,"YBR039W","ATP3"
"P38079",1.52423222994622e-07,1.55930415401203e-07,1.61903683475922e-07,"YBR054W","YRO2"
"P38080",1.21789737482877e-05,1.19583954160428e-05,1.27570692028477e-05,"YBR059C","AKL1"
"P38081",3.33225861529552e-05,3.143937273158e-05,3.52474808162441e-05,"YBR056W","YBR056W"
"P38084",3.31795901679988e-06,2.83235796374831e-06,4.33998834123236e-06,"YBR068C","BAP2"
"P38085",1.58820996342095e-06,1.75589858265325e-06,1.8099686427759e-06,"YBR069C","TAT1"
"P38086",3.24761744453628e-05,3.18918628993022e-05,3.382119174438e-05,"YBR073W","RDH54"
"P38087",4.46614294045725e-05,4.50828647489731e-05,4.69789588842517e-05,"YBR104W","YMC2"
"P38088",0.00112931972667267,0.00116655277792689,0.00114778426170673,"YBR121C","GRS1"
"P38089",2.822120620712e-05,2.73590394440051e-05,2.78252682251045e-05,"YBR125C","PTC4"
"P38111",4.38732718000571e-06,4.72676306455641e-06,4.50647455024632e-06,"YBR136W","MEC1"
"P38112",3.66194868849655e-05,3.64794899449838e-05,3.92513205260002e-05,"YBR142W","MAK5"
"P38113",9.99693008310498e-05,9.61626002188205e-05,9.50528250403041e-05,"YBR145W","ADH5"
"P38114",2.68359272442043e-07,2.69958534793787e-07,2.77747346125923e-07,"YBR150C","TBS1"
"P38115",0.000387687180553603,0.000378230398619264,0.000395741927128233,"YBR149W","ARA1"
"P38116",3.49042488795734e-05,3.59125369079388e-05,3.54870425107009e-05,"YBR164C","ARL1"
"P38120",4.98194658444862e-06,4.88906885031288e-06,5.13188212955045e-06,"YBR146W","MRPS9"
"P38121",7.17629037684119e-06,7.40779032954557e-06,7.09769790940026e-06,"YBL035C","POL12"
"P38122",1.10777425937639e-05,1.01893481422154e-05,1.07573751674881e-05,"YBR176W","ECM31"
"P38127",1.85689242049932e-05,1.9407359997355e-05,1.97412337557866e-05,"YBR192W","RIM2"
"P38129",4.52565131677066e-05,4.78298964164281e-05,4.71800911820097e-05,"YBR198C","TAF5"
"P38130",4.19475573865602e-05,4.46722829355735e-05,4.28739355033245e-05,"YBR205W","KTR3"
"P38131",1.74545376400188e-05,1.66489914925612e-05,1.73458569377178e-05,"YBR199W","KTR4"
"P38132",3.37130401085406e-05,2.72215970908578e-05,3.00485125124439e-05,"YBR202W","MCM7"
"P38137",4.0416048979787e-05,4.61889097644666e-05,4.43579916226547e-05,"YBR222C","PCS60"
"P38138",5.07547352425903e-06,5.15460489741999e-06,5.14449570233077e-06,"YBR229C","ROT2"
"P38139",1.58159938293426e-06,1.55122072776209e-06,1.64566526239995e-06,"YBR204C","LDH1"
"P38142",4.14244146852055e-06,3.91834420747416e-06,4.42283945260035e-06,"YBR241C","YBR241C"
"P38143",2.83042345195947e-07,2.3581858800911e-07,2.38880149903954e-07,"YBR244W","GPX2"
"P38144",9.33609018886315e-05,9.11871241611637e-05,9.38459648999717e-05,"YBR245C","ISW1"
"P38145",1.94143516911958e-05,1.91877175707952e-05,2.09973204450213e-05,"YBR256C","RIB5"
"P38146",2.40919368711553e-06,2.30246188836911e-06,2.55081639747897e-06,"YBR264C","YPT10"
"P38147",1.3389505713354e-06,1.32075284053966e-06,1.34995292910406e-06,"YBR274W","CHK1"
"P38149",4.54941708357138e-05,4.0269712786505e-05,4.48433477640357e-05,"YBR281C","DUG2"
"P38151",7.44482596233445e-06,7.74479656351176e-06,7.68136082350838e-06,"YBR233W","PBP2"
"P38152",0.00017979827909504,0.000180353491290718,0.000189668056819261,"YBR291C","CTP1"
"P38153",1.46730340769695e-05,1.48329029552244e-05,1.48640676190728e-05,"YBR288C","APM3"
"P38158",3.00521974934933e-05,1.74489329419664e-05,2.22998626848177e-05,"YBR299W","MAL32"
"P38162",1.14796460037261e-05,1.14241516955028e-05,1.22251451809208e-05,"YBL107C","MIX23"
"P38164",4.33924621199776e-06,4.5780375279303e-06,4.76492978356067e-06,"YBL104C","SEA4"
"P38166",1.85873666791422e-05,1.95310155037894e-05,1.84557656823757e-05,"YBL102W","SFT2"
"P38167",1.07662409622909e-06,1.0059661173742e-06,1.13360335677905e-06,"YBL101C","ECM21"
"P38169",4.31536485698429e-05,4.37549588874741e-05,4.38250049559953e-05,"YBL098W","BNA4"
"P38170",2.94744971874086e-06,2.55805196162224e-06,2.6737116394781e-06,"YBL097W","BRN1"
