"Accession","Rich_1","Rich_2","Gene","Protein"
"P32500",7.41842487464503e-05,7.51979261878265e-05,"YML031W","NDC1"
"P32501",5.93090548662369e-05,5.63938124184148e-05,"YDR211W","GCD6"
"P32502",4.26388317673805e-05,4.35750514657827e-05,"YLR291C","GCD7"
"P32504",1.48584394304008e-05,1.53649612413276e-05,"YGR140W","CBF2"
"P32505",1.1191832708637e-05,1.09789891846009e-05,"YGL122C","NAB2"
"P32521",0.000124793979866075,0.000134031149034054,"YIR006C","PAN1"
"P32522",2.64449898758752e-06,2.60241719984762e-06,"YLR067C","PET309"
"P32523",2.08213491514566e-05,2.11464151767402e-05,"YLL036C","PRP19"
"P32527",0.000473907387648139,0.000464320483639219,"YGR285C","ZUO1"
"P32528",0.000120883976964606,0.000125632325122341,"YBR208C","DUR1,2"
"P32558",0.000326333359152982,0.000336422865243213,"YGL207W","SPT16"
"P32561",4.2972646978554e-06,3.95571116561489e-06,"YNL330C","RPD3"
"P32563",0.000371208278998491,0.000370103640618331,"YOR270C","VPH1"
"P32564",1.17071326666221e-05,1.18108044695198e-05,"YGR049W","SCM4"
"P32565",0.000946025243773001,0.000918621128284133,"YIL075C","RPN2"
"P32566",5.44653698425001e-05,6.03578375957672e-05,"YGR229C","SMI1"
"P32567",1.69507399948173e-05,1.60393611437284e-05,"YMR165C","PAH1"
"P32568",5.00596455658902e-05,5.15607828600071e-05,"YDR011W","SNQ2"
"P32569",1.46187665100531e-05,1.44630091464721e-05,"YER022W","SRB4"
"P32571",5.63642999602964e-06,6.4761294119669e-06,"YDR069C","DOA4"
"P32573",1.12316890478875e-05,1.21265602769878e-05,"YNL202W","SPS19"
"P32579",1.52293776003857e-05,1.67909594456044e-05,"YGL169W","SUA5"
"P32580",7.5130845521434e-07,7.32805446254958e-07,"YPL029W","SUV3"
"P32582",0.00134483631779192,0.00133459279906882,"YGR155W","CYS4"
"P32583",8.11577977940754e-05,8.4538294531698e-05,"YKR092C","SRP40"
"P32588",0.000193148665211072,0.000153805463880094,"YNL016W","PUB1"
"P32589",0.00305378162423286,0.0029690305109126,"YPL106C","SSE1"
"P32590",1.54150121024859e-05,1.52410144400288e-05,"YBR169C","SSE2"
"P32591",5.57615240145873e-05,5.12928515189868e-05,"YJL176C","SWI3"
"P32597",7.7673953033563e-05,7.77789121523449e-05,"YIL126W","STH1"
"P32598",0.000169043714842607,0.000153734450703151,"YER133W","GLC7"
"P32599",0.000270354085541479,0.000269738883732564,"YDR129C","SAC6"
"P32600",3.19469540976781e-05,3.31028409608142e-05,"YKL203C","TOR2"
"P32602",0.000147263426736075,0.000148970015120189,"YBL050W","SEC17"
"P32604",1.16134542224848e-05,1.20333135742506e-05,"YJL155C","FBP26"
"P32605",3.67367171817683e-06,3.61073472426248e-06,"YBR119W","MUD1"
"P32606",9.18893356496109e-07,9.68226658744718e-07,"YOR017W","PET127"
"P32608",5.69634161732538e-05,6.16994130859417e-05,"YGL252C","RTG2"
"P32610",0.000199913049823536,0.000204904557409519,"YEL051W","VMA8"
"P32611",8.16942644527819e-07,8.39651528670229e-07,"YEL050C","RML2"
"P32613",1.50514030224501e-05,1.44502504656428e-05,"YEL048C","TCA17"
"P32614",0.000154235361494835,0.000160426067094401,"YEL047C","FRD1"
"P32621",2.65632563549088e-05,2.83123290703532e-05,"YEL042W","GDA1"
"P32623",0.000178477387781607,0.00016852264822248,"YEL040W","UTR2"
"P32626",1.18742446064087e-05,1.20888710430924e-05,"YEL038W","UTR4"
"P32628",0.000125088839069979,0.000123339671247073,"YEL037C","RAD23"
"P32629",3.10158947853691e-05,3.1565895302307e-05,"YEL036C","ANP1"
"P32639",2.90195745878103e-05,2.94485683350674e-05,"YER172C","BRR2"
"P32642",3.48162529452867e-05,3.21322913928315e-05,"YER174C","GRX4"
"P32643",2.34924709229528e-06,2.52426783172853e-06,"YER175C","TMT1"
"P32644",7.01266668574513e-06,6.9720559060317e-06,"YER176W","ECM32"
"P32656",5.8060130287241e-06,5.71522149910105e-06,"YER163C","GCG1"
"P32657",3.93775859216385e-05,3.9064326416948e-05,"YER164W","CHD1"
"P32660",3.48029327089675e-05,3.44131562940412e-05,"YER166W","DNF1"
"P32767",6.4230766467258e-05,5.6821754641609e-05,"YGL016W","KAP122"
"P32769",1.59024682286001e-05,1.74833875126833e-05,"YKR084C","HBS1"
"P32770",8.51187670576133e-06,7.97136961160659e-06,"YDL167C","NRP1"
"P32771",2.48924933291533e-05,2.70005826926545e-05,"YDL168W","SFA1"
"P32774",4.12480116432081e-05,3.52254676668711e-05,"YKL058W","TOA2"
"P32775",2.1652710218022e-05,2.05961999377126e-05,"YEL011W","GLC3"
"P32776",1.08305885081589e-05,1.0833686174247e-05,"YDR311W","TFB1"
"P32783",3.2903700293021e-05,3.32962266881566e-05,"YBR236C","ABD1"
"P32784",1.65324074968117e-05,1.78690743266796e-05,"YBL011W","SCT1"
"P32785",1.09195372958744e-06,1.18706114993724e-06,"YBL013W","FMT1"
"P32787",3.85300985060312e-06,3.98439836341899e-06,"YJR144W","MGM101"
"P32788",1.86004518461552e-06,1.73953085552733e-06,"YBL010C","YBL010C"
"P32790",0.000100307392526195,0.000109641089967195,"YBL007C","SLA1"
"P32792",2.73484432728055e-05,2.78946734440243e-05,"YHR017W","YSC83"
"P32793",8.96629617738887e-06,8.80078999336322e-06,"YHR016C","YSC84"
"P32794",3.13386207675919e-05,3.29072924540703e-05,"YLR397C","AFG2"
"P32795",6.12885075542058e-05,6.67541877999844e-05,"YPR024W","YME1"
"P32796",0.000159008392478485,0.000153332508355754,"YML042W","CAT2"
"P32798",1.64057404910459e-05,1.79848653698686e-05,"YOR316C","COT1"
"P32799",0.000163451003204088,0.000172978293028639,"YGL191W","COX13"
"P32801",5.01794928183e-06,4.67519810624149e-06,"YKL048C","ELM1"
"P32802",6.49327662503511e-06,6.57489857347765e-06,"YLR083C","EMP70"
"P32803",5.20161808273331e-05,5.26084680357141e-05,"YGL200C","EMP24"
"P32804",0.00272406002727702,0.0026252759017226,"YGL255W","ZRT1"
"P32806",2.99511771612317e-06,2.90773387353846e-06,"YJL044C","GYP6"
"P32829",8.6743477337747e-07,9.45645917652429e-07,"YMR224C","MRE11"
"P32830",9.60139657697002e-06,9.76158764277959e-06,"YBR091C","TIM12"
"P32831",2.02284538563971e-05,2.06506825982387e-05,"YBR212W","NGR1"
"P32832",4.25417839497506e-05,4.18992751877626e-05,"YMR091C","NPL6"
"P32836",0.00106451132836043,0.00109260178381628,"YOR185C","GSP2"
"P32839",5.1388266510608e-06,5.40448198316687e-06,"YDR375C","BCS1"
"P32843",0.000127687342757402,0.000130539821904148,"YMR302C","YME2"
"P32844",2.20179767017586e-05,2.44829587678382e-05,"YIL068C","SEC6"
"P32849",7.91959574272898e-06,8.18139137534961e-06,"YLR032W","RAD5"
"P32854",5.51259120995451e-06,5.46758567144229e-06,"YOR036W","PEP12"
"P32855",7.80448563044166e-06,8.29315462149219e-06,"YPR055W","SEC8"
"P32860",3.56684057296521e-05,2.7926273701909e-05,"YKL040C","NFU1"
"P32861",0.000216271214423412,0.0002118206013906,"YKL035W","UGP1"
"P32863",2.42124411845882e-06,2.31123494675442e-06,"YGL163C","RAD54"
"P32864",3.7652983545503e-05,3.84617135707088e-05,"YOR370C","MRS6"
"P32867",1.85606243768097e-07,1.68853106616629e-07,"YPL232W","SSO1"
"P32873",5.72191313041875e-06,6.08039688797368e-06,"YPL115C","BEM3"
"P32874",4.17449382261068e-06,4.27131421079362e-06,"YMR207C","HFA1"
"P32875",1.65969528084814e-05,1.64940711941746e-05,"YOR196C","LIP5"
"P32891",0.000199267672483857,0.000202670220539793,"YDL174C","DLD1"
"P32892",9.29567929694517e-05,9.24887871782752e-05,"YLL008W","DRS1"
"P32895",0.000209596384450077,0.000219625131594566,"YKL181W","PRS1"
"P32896",2.66918353337448e-05,2.67806228916065e-05,"YDR081C","PDC2"
"P32898",2.24289206474758e-05,2.24353355626793e-05,"YDR430C","CYM1"
"P32899",3.22983370093037e-05,3.50927104336085e-05,"YHR148W","IMP3"
"P32900",8.85794388350844e-07,8.6554562460575e-07,"YHR149C","SKG6"
"P32901",7.29143156816933e-06,7.33272945385937e-06,"YKR093W","PTR2"
"P32902",3.17684383409236e-05,2.88025365526899e-05,"YHL004W","MRP4"
"P32904",1.07628718269348e-05,1.12370694987088e-05,"YHR147C","MRPL6"
"P32906",2.53276788392755e-06,2.61953541722686e-06,"YJR131W","MNS1"
"P32908",9.50404702580824e-06,9.91341305031184e-06,"YFL008W","SMC1"
"P32909",5.48021145405388e-08,5.37967354368539e-08,"YBR172C","SMY2"
"P32910",9.32483205369242e-06,1.01234613659754e-05,"YNR003C","RPC34"
"P32911",8.54712263133308e-06,8.90850668573469e-06,"YNL244C","SUI1"
"P32912",3.30785389761964e-06,3.29992920237912e-06,"YGL212W","VAM7"
"P32913",2.15460498157694e-05,2.23930007334606e-05,"YOR132W","VPS17"
"P32915",0.000327743843585958,0.000331577174078051,"YLR378C","SEC61"
"P32916",7.62985178532654e-05,7.75605455850224e-05,"YDR292C","SRP101"
"P32939",8.4218846427492e-06,7.98142750233396e-06,"YML001W","YPT7"
"P33201",0.000184179287302183,0.000177958833170698,"YKL009W","MRT4"
"P33202",4.58188211015697e-05,4.49269230168444e-05,"YKL010C","UFD4"
"P33203",2.57270799160387e-06,2.86635611810582e-06,"YKL012W","PRP40"
"P33204",2.531749845383e-05,2.43957971228542e-05,"YKL013C","ARC19"
"P33296",1.5509910751561e-07,1.69151310443012e-07,"YER100W","UBC6"
"P33297",0.000153822623622428,0.000151733813951715,"YOR117W","RPT5"
"P33298",0.000155816768115431,0.000161742893156658,"YDR394W","RPT3"
"P33299",0.000540581044916981,0.00054215864554524,"YKL145W","RPT1"
"P33302",5.0698472581859e-05,5.23378404933421e-05,"YOR153W","PDR5"
"P33303",9.46031957865274e-05,9.70881819871666e-05,"YJR095W","SFC1"
"P33307",0.000179855394793579,0.000177203033241883,"YGL238W","CSE1"
"P33308",9.13408846025995e-06,8.88039081738278e-06,"YNR010W","CSE2"
"P33309",2.52976292110833e-06,2.79097771413211e-06,"YNL001W","DOM34"
"P33310",1.75163699435557e-05,1.80069120276016e-05,"YLR188W","MDL1"
"P33311",1.82367344495373e-05,1.76545246244892e-05,"YPL270W","MDL2"
"P33313",1.28377016181748e-05,1.34405819473804e-05,"YBR155W","CNS1"
"P33314",1.91133222297637e-05,1.87934440925978e-05,"YKL092C","BUD2"
"P33315",2.0191615679723e-05,2.14597276202126e-05,"YBR117C","TKL2"
"P33317",5.09646406647789e-05,5.24751323572057e-05,"YBR252W","DUT1"
"P33322",0.000228990869416656,0.000236161785177237,"YLR175W","CBF5"
"P33324",1.18214159182704e-05,1.20378563766691e-05,"YKL091C","YKL091C"
"P33327",0.000138738481265931,0.000140768832336528,"YDL215C","GDH2"
"P33330",0.00091476392088141,0.000927467186297089,"YOR184W","SER1"
"P33331",0.000998954067084781,0.000796608909826594,"YER009W","NTF2"
"P33332",2.59737443802738e-05,2.47330257707585e-05,"YER008C","SEC3"
"P33333",0.000101825520041874,0.000104345297329879,"YDL052C","SLC1"
"P33334",3.2894588582901e-05,3.27243571380201e-05,"YHR165C","PRP8"
"P33338",0.00012620967734187,0.000125545382034695,"YNL243W","SLA2"
"P33339",2.42676077916594e-05,2.37395723138845e-05,"YGR047C","TFC4"
"P33399",0.000159355972661693,0.00016648447366329,"YDL051W","LHP1"
"P33401",6.76913653563114e-05,6.68313657472758e-05,"YKL127W","PGM1"
"P33416",0.000150091704670681,0.000145845071600917,"YDR258C","HSP78"
"P33417",8.68358514446447e-05,8.6368279917251e-05,"YKL032C","IXR1"
"P33418",4.77443157419905e-05,4.66310539972116e-05,"YKL205W","LOS1"
"P33421",3.37832375778109e-05,3.43292951884458e-05,"YKL141W","SDH3"
"P33441",2.63587121503504e-05,2.46606175389329e-05,"YML062C","MFT1"
"P33442",0.0032313144660005,0.00333758901552437,"YLR441C","RPS1A"
"P33734",0.00019321683988306,0.000196503562304506,"YBR248C","HIS7"
"P33750",1.65789138002721e-05,1.67512881691796e-05,"YLL011W","SOF1"
"P33753",4.12464161891996e-06,4.42926881416927e-06,"YKR056W","TRM2"
"P33755",1.8029991591709e-05,1.6851186287425e-05,"YBR170C","NPL4"
"P33759",1.51112339140139e-05,1.57330902080564e-05,"YBR251W","MRPS5"
"P33760",3.41539345046228e-06,3.75735158588089e-06,"YNL329C","PEX6"
"P33767",6.9999678355787e-05,7.09108588307652e-05,"YEL002C","WBP1"
"P33775",9.68508768182077e-05,9.75251528209739e-05,"YDL095W","PMT1"
"P33891",2.61028391691323e-05,2.74845314368254e-05,"YGL145W","TIP20"
"P33892",0.00106515854274871,0.00102911476529354,"YGL195W","GCN1"
"P33893",3.03814443912573e-06,3.29403548341473e-06,"YBL080C","PET112"
"P33894",6.24595914770626e-06,5.58434246957251e-06,"YOR219C","STE13"
"P34072",6.99403692594293e-07,6.83494433249333e-07,"YNL076W","MKS1"
"P34077",0.000113339567975789,0.000113991503364741,"YFR002W","NIC96"
"P34078",2.81450898455496e-06,2.53634194458883e-06,"YKL143W","LTV1"
"P34087",7.69546758046777e-05,8.05316881276631e-05,"YDR404C","RPB7"
"P34110",3.25204591218773e-05,3.12848610131505e-05,"YJL154C","VPS35"
"P34111",9.79500827907582e-06,1.19478445943868e-05,"YAL001C","TFC3"
"P34160",0.000247359456611298,0.000244193471784593,"YMR125W","STO1"
"P34162",1.62563837318164e-05,1.67714056811023e-05,"YHR041C","SRB2"
"P34163",1.7393184013332e-05,1.60960095647165e-05,"YKL140W","TGL1"
"P34167",0.000181788483554661,0.000182974402914995,"YPR163C","TIF3"
"P34216",4.24473973989011e-05,4.40708228409596e-05,"YBL047C","EDE1"
"P34219",4.83124576841184e-06,5.10514414881148e-06,"YBL054W","TOD6"
"P34220",1.01206365772275e-05,1.05722413586998e-05,"YBL055C","YBL055C"
"P34221",3.41607207072559e-05,3.21778855780909e-05,"YBL056W","PTC3"
"P34222",2.83858605113237e-05,3.0196434911706e-05,"YBL057C","PTH2"
"P34223",1.93383935943637e-05,1.71614917948e-05,"YBL058W","SHP1"
"P34226",4.25340041660269e-06,4.15116120442313e-06,"YBL061C","SKT5"
"P34227",0.000160072770200745,0.000161608027663035,"YBL064C","PRX1"
"P34228",6.96046922091347e-06,6.87717373256151e-06,"YBL066C","SEF1"
"P34232",5.80797967269727e-07,6.16745313332457e-07,"YKL186C","MTR2"
"P34237",0.000364282066554614,0.000344652919238453,"YKL179C","COY1"
"P34241",0.000162126973519115,0.000162451037678056,"YKL014C","URB1"
"P34243",9.05553540167314e-06,9.1272234271095e-06,"YKL017C","HCS1"
"P34244",4.12666345509607e-06,4.09732362423465e-06,"YKL101W","HSL1"
"P34247",3.99666445079143e-06,4.12418200356472e-06,"YKL099C","UTP11"
"P34248",2.15535626542567e-05,2.15597272075552e-05,"YKL100C","YKL100C"
"P34253",3.70648912961819e-05,3.96133979781981e-05,"YKL110C","KTI12"
"P34730",0.000195190873182383,0.000186321136470916,"YDR099W","BMH2"
"P34756",3.10776558299451e-06,2.933708517007e-06,"YFR019W","FAB1"
"P34760",0.00234115554131834,0.00214189530758949,"YML028W","TSA1"
"P34761",3.42574700876527e-05,3.5285966136181e-05,"YNL197C","WHI3"
"P34909",7.72802554374434e-06,8.01941437371295e-06,"YER068W","MOT2"
"P35056",2.87605679752832e-06,2.83095736275843e-06,"YDR244W","PEX5"
"P35169",2.17130503147023e-05,2.08806789973679e-05,"YJR066W","TOR1"
"P35176",5.55909447695328e-06,5.67859547401483e-06,"YDR304C","CPR5"
"P35177",2.06719199731389e-05,2.09249777738207e-05,"YBR081C","SPT7"
"P35178",4.71696627658986e-05,5.15921793320367e-05,"YDR087C","RRP1"
"P35179",0.000494259893136654,0.000473785865639704,"YDR086C","SSS1"
"P35180",4.63613826520611e-05,4.65812768194637e-05,"YGR082W","TOM20"
"P35184",3.30117521984217e-07,3.4566789448857e-07,"YIR012W","SQT1"
"P35189",6.82237722043963e-05,7.14164073077377e-05,"YPL129W","TAF14"
"P35191",1.40636881007601e-05,1.39278723922618e-05,"YFL016C","MDJ1"
"P35194",0.000150280084860371,0.000147414575493555,"YBL004W","UTP20"
"P35196",1.805111199834e-05,1.70327640478823e-05,"YBR002C","RER2"
"P35197",3.54000273188479e-05,3.64495890620494e-05,"YDL226C","GCS1"
"P35200",2.3660479712521e-06,2.34202305918155e-06,"YLR168C","UPS2"
"P35202",1.86651541387454e-05,2.05077950317119e-05,"YOR143C","THI80"
"P35206",6.99244535617923e-06,6.94770232019915e-06,"YBR036C","CSG2"
"P35207",2.82595792579937e-05,2.77778042609431e-05,"YLR398C","SKI2"
"P35210",5.74349184573477e-06,5.73203773558193e-06,"YKL020C","SPT23"
"P35691",0.00610727052796798,0.00607461965396648,"YKL056C","TMA19"
"P35719",1.010429810399e-05,9.39049652733946e-06,"YKL142W","MRP8"
"P35723",9.5994141716481e-05,0.00010394611870558,"YKL065C","YET1"
"P35724",5.12438469214035e-06,5.16532331666428e-06,"YKL064W","MNR2"
"P35728",1.16692820967099e-06,1.10695683610001e-06,"YKL059C","MPE1"
"P35729",4.23737394558421e-05,4.24972539672301e-05,"YKL057C","NUP120"
"P35732",5.19854025803416e-05,5.16467681089832e-05,"YKL054C","DEF1"
"P35735",2.47459360746764e-06,2.49776326804125e-06,"YKL051W","SFK1"
"P35817",5.48364031468816e-05,5.60022113583722e-05,"YLR399C","BDF1"
"P35844",0.000264967958314096,0.000247835678183194,"YPL145C","KES1"
"P35845",1.92718348086601e-05,1.88392252456421e-05,"YAR042W","SWH1"
"P35996",5.00464626733723e-05,5.10106963637132e-05,"YKL170W","MRPL38"
"P35997",0.00218805734618239,0.00210617945083357,"YKL156W","RPS27A"
"P35999",1.58537334742011e-05,1.45511322091444e-05,"YKL134C","OCT1"
"P36000",8.64519672519106e-05,8.82415239333135e-05,"YKL135C","APL2"
"P36004",2.23166979381733e-06,2.01263389763037e-06,"YKL168C","KKQ8"
"P36006",1.71210722988213e-05,1.75644718769841e-05,"YKL129C","MYO3"
"P36007",2.4510513965594e-05,2.2274756949057e-05,"YKL218C","SRY1"
"P36008",0.00543974629103836,0.00582757677886015,"YKL081W","TEF4"
"P36009",1.75656855401973e-05,1.67439757162843e-05,"YKL078W","DHR2"
"P36010",0.000562593388760064,0.000582159617159012,"YKL067W","YNK1"
"P36013",0.00018299108772122,0.000196345455035814,"YKL029C","MAE1"
"P36015",0.000119939101089082,0.000120427358400479,"YKL196C","YKT6"
"P36016",6.32536745340297e-05,6.10974782891835e-05,"YKL073W","LHS1"
"P36017",7.85688852577773e-05,7.82425786026307e-05,"YOR089C","VPS21"
"P36018",3.23762863639282e-05,3.40339623169591e-05,"YKR014C","YPT52"
"P36022",1.4398038531892e-05,1.4507281757608e-05,"YKR054C","DYN1"
"P36035",5.72145298707201e-06,5.53231973868154e-06,"YKL217W","JEN1"
"P36036",2.32193213125585e-05,2.41470541080843e-05,"YKL214C","YRA2"
"P36037",9.61337823992811e-05,0.000101613721287725,"YKL213C","DOA1"
"P36038",4.40619235489987e-06,4.39894397812515e-06,"YKL208W","CBT1"
"P36039",4.65780386727178e-07,4.59030790363742e-07,"YKL207W","EMC3"
"P36040",3.31778400121394e-05,3.29519581058404e-05,"YKL206C","ADD66"
"P36041",1.45313551810994e-05,1.48162674513413e-05,"YKL204W","EAP1"
"P36044",4.9619929982818e-06,5.31664772075428e-06,"YKL201C","MNN4"
"P36046",2.64407927902231e-05,2.60157211999192e-05,"YKL195W","MIA40"
"P36047",6.45904668728122e-05,6.84359508585665e-05,"YKL193C","SDS22"
"P36048",2.29822841676527e-05,2.34774621829517e-05,"YKL173W","SNU114"
"P36049",5.91302985581527e-05,6.03712473424177e-05,"YKL172W","EBP2"
"P36051",4.58705227068056e-05,4.58836421751085e-05,"YKL165C","MCD4"
"P36053",1.15703649095221e-05,6.00036352978664e-06,"YKL160W","ELF1"
"P36056",8.08592852882014e-06,8.76508145944675e-06,"YKL155C","RSM22"
"P36057",2.54745551109059e-05,2.46779975425246e-05,"YKL154W","SRP102"
"P36059",4.06917556511139e-05,3.96815514101405e-05,"YKL151C","YKL151C"
"P36060",8.51330053500382e-05,8.63471776291151e-05,"YKL150W","MCR1"
"P36062",2.433437829685e-05,2.1160521021068e-05,"YKL146W","AVT3"
"P36064",9.35383323304546e-06,9.94690550284823e-06,"YKL137W","CMC1"
"P36069",7.43032856428376e-06,7.18642176376447e-06,"YKL128C","PMU1"
"P36080",3.80527527744008e-05,3.72393657296948e-05,"YKL082C","RRP14"
"P36081",7.71657062018418e-05,7.62480991546227e-05,"YKL077W","YKL077W"
"P36084",2.8729438023786e-06,2.43813356223692e-06,"YKL074C","MUD2"
"P36088",1.68369419587802e-05,1.70342347359245e-05,"YKL069W","YKL069W"
"P36090",3.68009348324371e-06,3.98827382749514e-06,"YKL047W","ANR2"
"P36091",4.7478536179966e-05,4.45370505895792e-05,"YKL046C","DCW1"
"P36093",5.55665880103421e-06,3.16690878172001e-06,"YKL043W","PHD1"
"P36094",7.60351694016269e-06,7.51076880025113e-06,"YKL042W","SPC42"
"P36095",1.93120510482406e-05,2.01521908424463e-05,"YKL041W","VPS24"
"P36100",1.44425087465005e-05,1.39334545472229e-05,"YKL028W","TFA1"
"P36101",6.29507812412262e-05,6.24222872256347e-05,"YKL027W","TCD2"
"P36102",2.9891401866141e-05,3.01187312623571e-05,"YKL025C","PAN3"
"P36104",6.92735729392606e-06,6.9682674619446e-06,"YKL018W","SWD2"
"P36105",0.000802647939314071,0.000803509194971618,"YKL006W","RPL14A"
"P36108",4.70616592736962e-05,4.99128015379007e-05,"YKL002W","DID4"
"P36112",6.23607174349407e-05,5.92447025154716e-05,"YKR016W","MIC60"
"P36114",0.000160148011525736,0.000163679447125602,"YKR018C","YKR018C"
"P36116",4.76861600769338e-06,4.73268203928414e-06,"YKR020W","VPS51"
"P36120",2.03392342305438e-05,1.92492159575233e-05,"YKR024C","DBP7"
"P36121",3.98129874644667e-06,3.74804255178662e-06,"YKR025W","RPC37"
"P36122",4.46743459064315e-06,4.62181595979512e-06,"YKR027W","BCH2"
"P36123",9.22394291352402e-05,9.27137028995488e-05,"YKR028W","SAP190"
"P36124",5.33741389349937e-06,5.26168890196612e-06,"YKR029C","SET3"
"P36126",4.06792886186657e-06,4.32001969433851e-06,"YKR031C","SPO14"
"P36132",9.71101830730107e-06,9.10835294840734e-06,"YKR038C","KAE1"
"P36136",0.000120888337943008,0.000116883172342648,"YKR043C","SHB17"
"P36139",0.000111853227915562,0.000108871475878165,"YKR046C","PET10"
"P36144",1.81607978084579e-05,1.80838394017182e-05,"YKR060W","UTP30"
"P36145",4.33487669425509e-06,4.12822051877967e-06,"YKR062W","TFA2"
"P36147",4.88938054109318e-05,4.96606997375473e-05,"YKR065C","PAM17"
"P36148",3.96669186792551e-05,3.88555885223265e-05,"YKR067W","GPT2"
"P36149",3.7481856470981e-05,3.51877051717214e-05,"YKR068C","BET3"
"P36150",4.84840942515688e-06,5.08073879549806e-06,"YKR069W","MET1"
"P36151",1.88363569343252e-05,1.98407949672148e-05,"YKR070W","YKR070W"
"P36152",7.187104848221e-06,7.77232371860164e-06,"YKR071C","DRE2"
"P36154",3.51758576743899e-05,3.5704051018695e-05,"YKR074W","AIM29"
"P36156",3.22407036478158e-07,3.38327432366916e-07,"YKR076W","ECM4"
"P36159",2.0929136531194e-05,2.10419343412793e-05,"YKR079C","TRZ1"
"P36160",9.67137630945657e-05,9.60708788085851e-05,"YKR081C","RPF2"
"P36161",5.05277199574087e-05,5.15393042867495e-05,"YKR082W","NUP133"
"P36164",4.09083324093634e-05,4.20309837496053e-05,"YKR088C","TVP38"
"P36165",4.68631173534258e-06,4.83254313548605e-06,"YKR089C","TGL4"
"P36168",5.1287876934908e-06,5.0833315223368e-06,"YKR096W","ESL2"
"P36224",8.49780355713937e-07,8.93952260127963e-07,"YMR294W","JNM1"
"P36421",0.000653590868251826,0.000644028484242292,"YGR185C","TYS1"
"P36516",3.69538005603315e-05,3.80133019213605e-05,"YMR024W","MRPL3"
"P36517",5.43188871633611e-05,5.26343471436355e-05,"YLR439W","MRPL4"
"P36519",1.36357742013783e-06,1.42411086331581e-06,"YDR237W","MRPL7"
"P36520",2.31652107868381e-05,2.42619468020221e-05,"YNL284C","MRPL10"
"P36521",3.20627726884889e-05,3.6572817106636e-05,"YDL202W","MRPL11"
"P36523",2.72745365171856e-05,2.88295398263746e-05,"YLR312W-A","MRPL15"
"P36525",2.44004222121852e-05,2.42546638205635e-05,"YMR193W","MRPL24"
"P36526",1.00801932286426e-05,1.03280712930748e-05,"YBR282W","MRPL27"
"P36527",8.3280938850577e-05,8.44240158911438e-05,"YDR462W","MRPL28"
"P36528",7.92117642291592e-06,7.71858843362232e-06,"YNL252C","MRPL17"
"P36531",2.0931259778895e-06,1.95556994224332e-06,"YBR122C","MRPL36"
"P36533",8.17957618254251e-06,8.16195973849652e-06,"YML009C","MRPL39"
"P36534",2.72815461528116e-05,2.75443896162735e-05,"YPL173W","MRPL40"
"P36775",0.000165162163304967,0.000167533021753667,"YBL022C","PIM1"
"P36973",9.39679115340194e-06,9.27866281577471e-06,"YDR441C","APT2"
"P37012",2.80442406479904e-05,2.99100272750332e-05,"YMR105C","PGM2"
"P37020",9.8459078014207e-06,9.60318778675318e-06,"YJR040W","GEF1"
"P37254",1.86112825875821e-05,1.92732078895776e-05,"YNR033W","ABZ1"
"P37262",2.95607459599006e-05,2.86098291386696e-05,"YCR073W-A","SOL2"
"P37263",5.2751845651028e-05,5.09018281007395e-05,"YCR087C-A","YCR087C-A"
"P37267",3.24048252335569e-06,3.33985760801806e-06,"YGR174C","CBP4"
"P37291",0.00953157211103733,0.00949337850935591,"YLR058C","SHM2"
"P37292",0.000767166901714033,0.000782666135892327,"YBR263W","SHM1"
"P37293",2.78707256426483e-05,2.82486512458869e-05,"YGR147C","NAT2"
"P37296",7.48674461018419e-05,7.21982413167339e-05,"YMR054W","STV1"
"P37297",5.1039140205736e-05,5.11120850839398e-05,"YLR305C","STT4"
"P37298",5.57766058244824e-05,5.77259640342485e-05,"YDR178W","SDH4"
"P37299",0.000351070450672332,0.000345150788742195,"YHR001W-A","QCR10"
"P37302",0.000145909885939242,0.000142371979413739,"YBR286W","APE3"
"P37303",0.000406133217532564,0.000411129834675435,"YEL046C","GLY1"
"P37304",1.27227143595802e-05,2.57549572768378e-05,"YDR251W","PAM1"
"P37838",8.18546857512086e-05,8.3997498432205e-05,"YPL043W","NOP4"
"P37898",0.000186648586150021,0.000182038904150296,"YHR047C","AAP1"
"P38009",0.00169407205429364,0.00162602671574006,"YMR120C","ADE17"
"P38011",0.00279882231999603,0.00296142055265657,"YMR116C","ASC1"
"P38013",0.000478281286072555,0.000485501257720593,"YLR109W","AHP1"
"P38041",1.40396765864421e-06,9.73168522058539e-07,"YBL085W","BOI1"
"P38061",0.00345012046296801,0.00347836385343992,"YBL092W","RPL32"
"P38063",4.56545454306733e-06,4.03127735569104e-06,"YBL068W","PRS4"
"P38064",1.79252948765825e-05,1.73098177740212e-05,"YBL038W","MRPL16"
"P38065",5.1027302107005e-05,5.27072112001553e-05,"YBL037W","APL3"
"P38066",4.82807307153098e-06,5.11084490140826e-06,"YBL033C","RIB1"
"P38067",9.59991683326635e-06,9.77864756392785e-06,"YBR006W","UGA2"
"P38069",0.00010727293172614,0.000112185874272347,"YBR015C","MNN2"
"P38070",4.16799316015777e-06,4.09581449658145e-06,"YBR028C","YPK3"
"P38071",4.62301283373552e-05,4.77055909937521e-05,"YBR026C","ETR1"
"P38072",9.64629108876652e-06,1.01732438978815e-05,"YBR024W","SCO2"
