"Accession","Gene","Protein","Min_1","Min_2","Min_3","Rich_1","Rich_2","Rich_3"
"P30624","YOR317W","FAA1",3.46950580797148e-05,3.02719868047709e-05,3.17472929960124e-05,2.87400271155887e-05,3.29777866531706e-05,2.98546176966533e-05
"P30656","YPR103W","PRE2",6.1322340964114e-05,6.36838466692888e-05,6.03704001431973e-05,6.17469541407337e-05,6.49106584078909e-05,6.39424158931798e-05
"P30657","YFR050C","PRE4",0.000108196351666432,0.000106860642464516,0.000112958208544375,0.000116740205904745,0.000117608178592373,0.000114139522779751
"P30665","YPR019W","MCM4",4.48407908400003e-05,4.50199138078409e-05,4.79693966370329e-05,4.73681207243461e-05,5.08947441753485e-05,5.11899655224794e-05
"P30771","YMR080C","NAM7",2.5001044959582e-05,2.53566923926062e-05,2.59161635723837e-05,2.76418273685723e-05,2.85732891996043e-05,2.9341807405752e-05
"P30775","YGL143C","MRF1",4.60850586808256e-06,4.19766567151932e-06,4.6643296727674e-06,3.98076200765853e-06,4.64344133726565e-06,4.98291340999293e-06
"P30777","YGL142C","GPI10",1.42935949585599e-06,1.38800904364528e-06,1.48601284219588e-06,1.32467121262864e-06,1.60045602810855e-06,1.43483108006086e-06
"P30822","YGR218W","CRM1",0.000231611937543778,0.000240420944591879,0.000234648860456286,0.000269769392490959,0.000297040327551334,0.000301461202900998
"P30902","YKL016C","ATP7",0.00017625459269934,0.000180153238242033,0.000186098677131457,0.00019573263613161,0.00021691368483934,0.000214888694292836
"P30952","YNL117W","MLS1",0.000252475663983396,0.000322237466844879,0.000347324785628287,0.00028982360798841,0.000298985316454577,0.000302726829441507
"P31115","YFL001W","DEG1",6.46595013711258e-06,6.43999132628811e-06,6.67292397208678e-06,6.19882145397195e-06,7.13514417806705e-06,6.78676730854822e-06
"P31116","YJR139C","HOM6",0.000918640569312745,0.000947947349507883,0.000941523687864997,0.000717478475719688,0.000738484391630235,0.000744873034936995
"P31334","YGR220C","MRPL9",1.18232674908578e-06,1.18482734294363e-06,1.2017443953337e-06,1.20281333493965e-06,1.26107707489599e-06,1.25898637424047e-06
"P31373","YAL012W","CYS3",0.0002310342530573,0.000238527161458999,0.000228768258013596,0.000128942090172028,0.000127264289524414,0.000131699639649156
"P31374","YAL017W","PSK1",1.02731657365663e-05,9.33475989022004e-06,1.05529397808248e-05,1.05234712699289e-05,1.13435159088176e-05,1.11318405459156e-05
"P31377","YAL014C","SYN8",8.21056682436709e-06,7.90342932812898e-06,8.6823315484863e-06,6.27275733886656e-06,7.1053552184783e-06,7.06235978243841e-06
"P31380","YAL019W","FUN30",2.72791741355262e-05,2.59172006452714e-05,2.61022705945789e-05,3.00936400181695e-05,3.10143540688965e-05,3.05716119680419e-05
"P31382","YAL023C","PMT2",0.000157084155542315,0.000157060924169413,0.000160280060045609,0.000169630241553995,0.000181923003712361,0.0001831020654095
"P31383","YAL016W","TPD3",0.000233607970674478,0.000235888605168738,0.000235351059863276,0.000235259371004736,0.000272519653605565,0.000272778153244171
"P31384","YAL021C","CCR4",1.92177566039957e-05,1.90378828037981e-05,1.9160786601314e-05,2.12333932169607e-05,2.22009833531977e-05,2.21853993643374e-05
"P31385","YAL013W","DEP1",3.99551613245265e-06,4.24976845972125e-06,4.28322721374509e-06,4.21659482327139e-06,4.84961614822059e-06,4.68897680784504e-06
"P31412","YKL080W","VMA5",0.000448391004200669,0.000451063149065846,0.000460012429659239,0.000442680076567109,0.000451677793730292,0.000450248802906458
"P31539","YLL026W","HSP104",0.00152405237695254,0.00140806330130347,0.00146925668547417,0.00153431061475283,0.00160898796155254,0.001591700162412
"P31688","YDR074W","TPS2",0.000113958033540182,0.000108403929965512,0.000116537248096399,0.000124659409441347,0.000126614906302956,0.000127364093970616
"P31755","YGL038C","OCH1",4.49790979611686e-07,4.03192396783338e-07,4.43081328113917e-07,4.71211351356045e-07,5.65247651926379e-07,5.47097451664995e-07
"P31787","YGR037C","ACB1",0.000102191169282492,9.20153290697238e-05,9.90791406759406e-05,9.58277605385835e-05,0.000131652259587123,0.000115653935292953
"P32048","YNL073W","MSK1",3.12654631648203e-06,3.1964986129677e-06,3.1340253880818e-06,3.38710528042566e-06,3.6643628613117e-06,3.64137914203407e-06
"P32074","YNL287W","SEC21",0.000368486390041422,0.000363579455379453,0.00037099786452706,0.000366753714936839,0.000405463710478136,0.000408422327943384
"P32178","YPR060C","ARO7",0.000110890007844923,0.000119353079755806,0.000106377203639756,0.000149643027950288,0.000156653005652098,0.000151137706634134
"P32179","YOL064C","MET22",0.000191463431459088,0.00019903846544727,0.00019138612476071,8.88393585244562e-05,8.42288842492586e-05,8.22115191601733e-05
"P32190","YHL032C","GUT1",1.30193760367227e-05,1.49011373941705e-05,1.66514359584247e-05,2.02887942748557e-05,1.90897931326151e-05,2.18808457832701e-05
"P32191","YIL155C","GUT2",2.94999977185177e-05,3.41865218720555e-05,3.27064465936913e-05,3.44849900395511e-05,3.47235451265578e-05,3.68174468749265e-05
"P32259","YNL236W","SIN4",2.56318648236204e-06,2.52847097478944e-06,2.57728880467468e-06,2.56912437188407e-06,2.74362702209291e-06,2.73492728854956e-06
"P32263","YER023W","PRO3",0.000582010379073619,0.000614305826709126,0.000582893424862851,0.000578192496208186,0.000574212161790643,0.00057649755652744
"P32264","YDR300C","PRO1",6.26257453618384e-05,6.72214079689499e-05,6.54849891951102e-05,7.79028656694866e-05,7.90863214699982e-05,7.8136646483737e-05
"P32266","YOR211C","MGM1",4.32233241040086e-05,4.53311609894398e-05,4.53172370309252e-05,4.55936136615903e-05,4.95768681685794e-05,5.13778775229139e-05
"P32288","YPR035W","GLN1",0.00228514305835202,0.00235281785757826,0.00223688479314073,0.00155951927901111,0.00150876552767073,0.00146423101887899
"P32316","YBL015W","ACH1",0.000215780247731432,0.000252037942101749,0.000260196392223799,0.000218961283817065,0.000246171743165546,0.00025019830119434
"P32317","YEL052W","AFG1",1.28038972063014e-05,1.43288941990025e-05,1.27272385291221e-05,1.40288762940741e-05,1.41074458126965e-05,1.44349403188995e-05
"P32319","YBL017C","PEP1",3.86557127237864e-05,3.84628280539197e-05,4.08915307843317e-05,4.25343999882868e-05,4.41743904841284e-05,4.3213799200431e-05
"P32324","YOR133W","EFT1",0.0163272495575079,0.0168054743825066,0.0160930283456565,0.0189186506497306,0.0193339324710557,0.0196993093899879
"P32327","YBR218C","PYC2",0.000201826854687669,0.000206920833593783,0.000206129228639335,0.000190717709833599,0.000187504302668081,0.000190319043968405
"P32328","YPR111W","DBF20",2.4705020536592e-06,3.10479062521426e-06,2.63878053058213e-06,3.72316574244821e-06,3.51751896465475e-06,3.68665268147943e-06
"P32329","YLR120C","YPS1",5.44491319117691e-06,5.25650029269291e-06,5.66033695732457e-06,5.65885595690024e-06,7.39032756151279e-06,6.91975075453849e-06
"P32331","YPR058W","YMC1",0.000129534664588036,0.000133502144539004,0.00013595469981733,9.70610253620162e-05,9.73251220555547e-05,0.000101383301874519
"P32332","YKL120W","OAC1",0.000334791625310047,0.000335633405745021,0.000341159186816471,5.43912441361837e-05,5.27932356092676e-05,5.68027780552219e-05
"P32333","YPL082C","MOT1",4.4810540812123e-05,4.60513583157771e-05,4.75945440463798e-05,5.17331405486222e-05,5.32389974559152e-05,5.40795690097585e-05
"P32335","YLR203C","MSS51",7.45278284861006e-05,7.11855070693837e-05,7.74795574433984e-05,8.73715465748009e-05,8.87499830122423e-05,9.09583566934597e-05
"P32336","YOR373W","NUD1",2.30557695855071e-06,2.62060832838726e-06,2.59740532288833e-06,2.49152678631524e-06,2.95566704216834e-06,2.84466596297637e-06
"P32337","YMR308C","PSE1",0.00020984147027454,0.000207247307313757,0.000221807219502295,0.000233619011582199,0.000237146847039416,0.000246899689739167
"P32338","YGR044C","RME1",2.6247191980655e-07,2.08202376901417e-07,2.89664567395428e-07,2.72394496346751e-07,2.30335874980794e-07,2.25819981095118e-07
"P32340","YML120C","NDI1",4.71192446647063e-05,5.00400501040899e-05,5.49442366423805e-05,4.99927376064023e-05,5.18967707540519e-05,5.4194907398806e-05
"P32341","YKL119C","VPH2",1.91394035334018e-05,2.07824864759787e-05,2.06495919418243e-05,2.63252171185344e-05,2.42558837019399e-05,2.68078215631401e-05
"P32342","YKL122C","SRP21",4.61992086527194e-06,4.44841847425447e-06,4.65738474556624e-06,5.59150212900929e-06,6.27251584642238e-06,6.10033248846064e-06
"P32343","YKL124W","SSH4",1.12816467665261e-06,1.16428248832617e-06,1.117903609963e-06,1.01652221224484e-06,1.11349214424288e-06,1.05862315796906e-06
"P32345","YDR075W","PPH3",1.10705525396475e-05,1.01310200268659e-05,1.1709783456514e-05,1.4375119833003e-05,1.4371062656181e-05,1.34696718654758e-05
"P32347","YDR047W","HEM12",4.8113759690129e-05,5.09201727940682e-05,4.80383762357515e-05,5.46271927883629e-05,5.90018569145931e-05,6.09622581382071e-05
"P32349","YPR190C","RPC82",9.91821036515589e-05,0.000102594519544993,0.000103536749100576,0.000116167782294461,0.000124012801524617,0.000121344878963463
"P32351","YIL154C","IMP2'",9.76071959639249e-06,9.73897460646097e-06,1.04831009598412e-05,9.96945140174706e-06,1.05366109439141e-05,1.07765903473175e-05
"P32352","YMR202W","ERG2",0.000621199017262569,0.000689545926130048,0.000728030182292082,0.000580490794447935,0.000688225612716287,0.000625582702546434
"P32353","YLR056W","ERG3",7.06993845426384e-05,7.92026099873666e-05,8.18682384516262e-05,4.95861308152973e-05,6.99340210301599e-05,5.91807499516233e-05
"P32354","YIL150C","MCM10",3.95870776669529e-07,3.98734020600693e-07,4.07995728233504e-07,4.03740668426076e-07,4.27522210933652e-07,4.57429561888948e-07
"P32356","YDR001C","NTH1",3.42263363290488e-05,2.71302087072385e-05,3.42518664601721e-05,2.79532467212354e-05,2.97705475744902e-05,2.7248655780667e-05
"P32361","YHR079C","IRE1",9.45164465571185e-07,8.98811058367056e-07,1.04490404791419e-06,8.61118290701223e-07,9.40011249389053e-07,9.7049037749053e-07
"P32364","YKL079W","SMY1",1.58409236866107e-05,1.63421856040303e-05,1.73491956624051e-05,1.86053218386951e-05,1.90817293937172e-05,1.91137060875517e-05
"P32366","YLR447C","VMA6",0.000915778288550089,0.000885396032511508,0.000854730161085337,0.000847838051215116,0.000911378090829622,0.00088495880360012
"P32367","YBR123C","TFC1",9.20233776815545e-06,9.38103811224922e-06,9.85741249555356e-06,9.5444234269152e-06,9.91648206115369e-06,9.9202164447927e-06
"P32368","YKL212W","SAC1",0.00015195465989767,0.000156955484747616,0.000153311641590374,0.000162367011514374,0.000172556229426154,0.000172395402066177
"P32377","YNR043W","MVD1",0.000241144660747274,0.000269582512255274,0.000261452728027415,0.000225398159538052,0.00025458426444936,0.000241936734991627
"P32378","YNR041C","COQ2",5.74016840830502e-06,5.92939322936621e-06,6.28117412877378e-06,5.25794808215267e-06,5.81099522871114e-06,5.76642561561089e-06
"P32379","YGR253C","PUP2",0.000481888334983167,0.000474217257124773,0.000471402911192881,0.000501754211600527,0.000523731548592558,0.000509061087621155
"P32380","YDR356W","SPC110",7.49795284497362e-06,7.07815401122586e-06,7.76696630743835e-06,8.48961781366298e-06,8.75371381711606e-06,8.41932412987885e-06
"P32381","YDL029W","ARP2",0.000160782804562808,0.000156356512196944,0.000158806008563017,0.000156050373049283,0.000171716517521712,0.000175990572580851
"P32386","YLL048C","YBT1",0.000159028938384962,0.000160836746239013,0.000159265566891763,0.000171611009569159,0.000177384870668638,0.000174300915962666
"P32387","YDR405W","MRP20",2.29068061160756e-06,2.17822400599008e-06,2.32263498313953e-06,2.20302337873951e-06,2.46091117677096e-06,2.36654459533691e-06
"P32388","YKL167C","MRP49",5.69978785610766e-06,6.07245805633089e-06,6.28608428696984e-06,6.32070837325423e-06,6.8733965187148e-06,6.47710942625753e-06
"P32389","YNL103W","MET4",1.24164620642282e-06,1.51619225663877e-06,1.37798267689135e-06,2.11295014836725e-06,1.97737321536109e-06,1.8634328614122e-06
"P32419","YDL078C","MDH3",6.36668179433527e-05,6.50491956435717e-05,6.70548324515143e-05,6.77850791402903e-05,7.41767861610463e-05,7.56686771803019e-05
"P32445","YCR028C-A","RIM1",0.00021058825855028,0.000229567176272378,0.000225097261655494,0.000240936451995111,0.000251837379467713,0.000245605810117673
"P32447","YJL115W","ASF1",3.0911812191645e-05,2.9496927458284e-05,3.02738975662058e-05,3.69696350603811e-05,3.80641744079654e-05,3.36256052243846e-05
"P32449","YBR249C","ARO4",0.00129083857530795,0.00133894090868936,0.00135233038346296,0.00101011463361985,0.000945830770126923,0.000967183941637789
"P32451","YGR286C","BIO2",7.00283577037255e-05,6.75803755628707e-05,7.04895076773152e-05,2.71690597036267e-05,2.91594298853346e-05,2.7107541633269e-05
"P32452","YNL316C","PHA2",1.00269945345838e-05,1.05781552285228e-05,1.05320935762117e-05,6.55710149117407e-06,7.12117833618387e-06,7.11854308616219e-06
"P32453","YNL315C","ATP11",2.76252555549915e-05,2.59416272868383e-05,2.74820113810849e-05,2.68339680278032e-05,2.90333920745074e-05,2.91196592264766e-05
"P32454","YKL157W","APE2",0.000202810869862277,0.000201916208709161,0.000202407025923992,0.000217469823646937,0.000234228241100234,0.000235821422761782
"P32457","YLR314C","CDC3",0.000155218198738319,0.000153880262255401,0.000154774331842121,0.000168497214780909,0.000175148457648176,0.000176085723208117
"P32458","YJR076C","CDC11",2.00544228216866e-05,1.75735527927609e-05,2.08819522266308e-05,2.11539142040986e-05,2.16913160286777e-05,1.9337385332096e-05
"P32460","YIR030C","DCG1",2.56204681400066e-06,2.62662597142547e-06,2.68070709298562e-06,1.89680493316493e-06,2.24844176457146e-06,2.23905282063001e-06
"P32461","YKL191W","DPH2",6.30719204922802e-06,6.25392315253645e-06,6.10502700099894e-06,6.67512053853112e-06,6.97900374585142e-06,6.75945397561164e-06
"P32462","YNL280C","ERG24",3.9911615154655e-06,4.39784327744871e-06,4.2388413608637e-06,3.31062611973392e-06,3.54553065187365e-06,3.62816423118193e-06
"P32463","YKL192C","ACP1",1.47946381062624e-05,1.2509499065481e-05,1.37446600928093e-05,1.62717509515535e-05,1.56603561652344e-05,1.32071695045783e-05
"P32464","YKL189W","HYM1",4.46771994416789e-06,4.51619747786498e-06,5.18726682091359e-06,4.2837584685213e-06,5.04340634164655e-06,5.01471356276158e-06
"P32465","YHR094C","HXT1",5.24761944908196e-05,6.58937199557298e-05,6.0673523169644e-05,3.42290539612767e-05,3.64404783035589e-05,3.53412858319301e-05
"P32466","YDR345C","HXT3",0.000639956942259138,0.000712308419687656,0.000645267516068586,0.000434174626383128,0.000494478095893064,0.000464700243375855
"P32467","YHR092C","HXT4",0.000115155799974741,9.32071846375349e-05,0.000103424983825087,8.57441593290178e-05,9.6928444784126e-05,9.32624734367481e-05
"P32468","YHR107C","CDC12",9.76492372330192e-05,0.000102312406537632,0.000101929984749182,0.000121802545314818,0.000125724064166035,0.000126083870254097
"P32469","YLR172C","DPH5",5.24052289996438e-05,5.1944710656891e-05,5.16684826216139e-05,5.86347754240373e-05,6.48235386261233e-05,6.41479499555279e-05
"P32471","YAL003W","EFB1",0.000752140195115335,0.000770581009408211,0.000732002592558105,0.000991763494127101,0.000995755135745047,0.000954843506156329
"P32472","YDR519W","FPR2",2.51884784507698e-05,2.65003560669029e-05,2.74936999405297e-05,2.35998854363424e-05,2.27210008610141e-05,2.0548214206104e-05
"P32473","YBR221C","PDB1",0.000543659549387099,0.000547487291579377,0.00055082374878859,0.000532896313182543,0.000526605470100978,0.000512497497862991
"P32474","YDR518W","EUG1",7.95322960083219e-05,8.54152678989872e-05,7.70586203021899e-05,8.45004009166485e-05,0.00010005667020305,9.61560157818174e-05
"P32476","YGR175C","ERG1",0.000430813987131957,0.000498660587575544,0.000484623024121966,0.000303637652752888,0.00043153674363363,0.000339955973303246
"P32477","YJL101C","GSH1",0.000113045189851483,0.000106549047096652,0.000115654927976512,3.65283079664527e-05,3.84860510376842e-05,3.9656744166183e-05
"P32478","YJL159W","HSP150",7.80582159194346e-07,5.75093440331795e-07,6.35911612170525e-07,7.77600072332701e-07,7.91551108913559e-07,7.7988391287625e-07
"P32480","YOR038C","HIR2",6.98219383544803e-06,6.83594553099484e-06,7.13613561371907e-06,7.52202397949072e-06,7.96181592084379e-06,7.85201761732812e-06
"P32481","YER025W","GCD11",0.000387666871344989,0.000406378043939787,0.000399193551274719,0.000488969979196053,0.00051245993668362,0.000513184313625856
"P32485","YLR113W","HOG1",0.000109836079144509,0.000117438876955387,0.00011059101921478,0.000118051898125323,0.000131745857120852,0.000125723282007137
"P32486","YPR159W","KRE6",4.91294964251607e-05,5.22225474319396e-05,5.31493636880891e-05,6.27879914169017e-05,6.65820992382569e-05,6.24431950827877e-05
"P32487","YNL268W","LYP1",7.42392477838367e-05,8.17331578688728e-05,8.51482297819508e-05,6.054176968335e-05,6.51770099765307e-05,6.23019356356814e-05
"P32491","YPL140C","MKK2",2.55814866347237e-06,2.33002177619353e-06,2.28309665097949e-06,1.70780324646104e-06,1.58551183002078e-06,1.39705253565253e-06
"P32492","YAL029C","MYO4",3.4550721144439e-05,3.49248544590551e-05,3.7048345988299e-05,3.73001115601895e-05,3.94402150684814e-05,3.8781934105855e-05
"P32494","YDR176W","NGG1",9.22423851765933e-06,9.26246004132387e-06,9.51844721044868e-06,9.74037583570529e-06,1.06452284736808e-05,1.07850616218267e-05
"P32495","YDL208W","NHP2",6.91057090772316e-06,7.23085222818612e-06,8.21009403812016e-06,1.00574710441104e-05,9.37070670935133e-06,9.87800328579795e-06
"P32496","YFR052W","RPN12",0.000197674349721941,0.000203892408864205,0.000191068360460448,0.000211680918213593,0.000240900807728482,0.000242455450376269
"P32497","YMR309C","NIP1",0.000747571042555589,0.000775600609909884,0.000735520850745261,0.000900480904142713,0.000889713320597862,0.000976574108384259
"P32499","YLR335W","NUP2",0.000137332272466008,0.000145567334615087,0.000140135267142885,0.000185640031819078,0.000181875793446758,0.000182433534164
"P32500","YML031W","NDC1",6.46323053912868e-05,6.55684712150898e-05,6.84662731914765e-05,7.20695200558403e-05,7.46630720399807e-05,7.48645072669873e-05
"P32501","YDR211W","GCD6",0.000121087456225681,0.00011981309229332,0.000124664541798044,0.000129905637319812,0.000130071827818946,0.000130015737249654
"P32502","YLR291C","GCD7",5.55173099083509e-05,5.40151549422278e-05,5.70868037907799e-05,6.47939772127025e-05,6.84508320115543e-05,6.64894795094981e-05
"P32504","YGR140W","CBF2",1.42324168459505e-05,1.20835987094965e-05,2.5092976706035e-05,1.88930980806586e-05,1.41983108008796e-05,1.79951190629974e-05
"P32505","YGL122C","NAB2",2.47379173107912e-06,2.46490874151124e-06,2.61657013070494e-06,2.8359587553455e-06,3.03287439814238e-06,3.02020985501108e-06
"P32521","YIR006C","PAN1",0.000134066576011863,0.000138332742251183,0.000141119301570207,0.00015756593901817,0.00015800174209139,0.000155571984721743
"P32523","YLL036C","PRP19",1.58907888992763e-05,1.50642331120948e-05,1.59165149843546e-05,1.79148113960879e-05,1.9387727710404e-05,1.8913483251088e-05
"P32524","YJL203W","PRP21",2.84540833898916e-06,2.79334371343397e-06,3.02085422180576e-06,3.28052719592737e-06,3.35368623595186e-06,3.04613038930432e-06
"P32525","YJL201W","ECM25",3.15396074893163e-06,3.32515963738832e-06,3.4197897709648e-06,3.61041307320263e-06,3.66410728901259e-06,3.81818119568949e-06
"P32527","YGR285C","ZUO1",0.000252479191842713,0.00026603328318668,0.000253930574875989,0.000286945393713687,0.00029087090198031,0.000294112546807375
"P32528","YBR208C","DUR1,2",4.68897931497253e-05,5.12780463685646e-05,5.4274584206792e-05,0.000106435643849734,0.000111372912314666,0.000100747034221671
"P32558","YGL207W","SPT16",0.000299239599328583,0.000286925399419509,0.000285890294292347,0.000356350753989077,0.000343800061556626,0.000342654084848012
"P32561","YNL330C","RPD3",9.6952245617361e-06,9.85745954321415e-06,1.02805994524637e-05,9.67177937563758e-06,1.09740990782467e-05,1.06287113238085e-05
"P32563","YOR270C","VPH1",0.000454945033301855,0.000462834807572977,0.000464909300525455,0.000415617251235373,0.000437973441629054,0.000446997313508431
"P32564","YGR049W","SCM4",5.80187142035358e-06,6.57514533508596e-06,6.69014365984444e-06,4.24955383406226e-06,6.29529086575361e-06,5.32635363221334e-06
"P32565","YIL075C","RPN2",0.000986369835904394,0.000975066232208745,0.000980473203483186,0.00102907507681491,0.00110133949521128,0.00110574254491285
"P32566","YGR229C","SMI1",3.33671093047016e-05,3.41768823812545e-05,3.41255055251837e-05,3.79263145071141e-05,4.51275488512544e-05,4.47744951089719e-05
"P32567","YMR165C","PAH1",6.97743278167063e-06,6.97579361880693e-06,7.07511458195564e-06,6.1996172247883e-06,6.92184034043444e-06,6.81141680880131e-06
"P32568","YDR011W","SNQ2",4.57595203936429e-05,4.46695641258428e-05,4.65004350055674e-05,3.8057927574264e-05,4.05510064850352e-05,3.67227832469081e-05
"P32569","YER022W","SRB4",1.1001385590254e-05,1.12043680374236e-05,1.16189602532171e-05,1.12837059412138e-05,1.26380605798588e-05,1.29212787710485e-05
"P32571","YDR069C","DOA4",5.09581967091532e-06,5.13229761672126e-06,5.92306519189601e-06,6.23717954616621e-06,6.57695715318399e-06,6.68394046391119e-06
"P32573","YNL202W","SPS19",9.12207615174161e-06,4.14727342429193e-06,8.23322203584693e-06,5.25339490617401e-06,4.3388671796583e-06,4.63294198565358e-06
"P32578","YDR422C","SIP1",1.39272510810074e-06,1.42229285557763e-06,1.56732932502015e-06,1.43202859578664e-06,1.69987697988443e-06,1.68720730305993e-06
"P32579","YGL169W","SUA5",1.01110065075318e-05,1.0316048768349e-05,1.03949790417474e-05,1.02052941172944e-05,1.16929403510838e-05,1.14355055902041e-05
"P32582","YGR155W","CYS4",0.00106269812729344,0.00110555844007937,0.00109524391743025,0.00112380804519123,0.00122993998674484,0.00115718466692094
"P32583","YKR092C","SRP40",2.97744461255167e-05,3.01014566485427e-05,3.04922548185788e-05,3.52678048921097e-05,4.02516880001609e-05,4.05146133013998e-05
"P32585","YGR104C","SRB5",5.79891835233445e-06,5.71981652958501e-06,6.24488764478806e-06,6.55294181551852e-06,6.5290453149025e-06,6.72655941126132e-06
"P32588","YNL016W","PUB1",0.000389574873025979,0.000418934329712452,0.000395907293822292,0.000488478201506798,0.000490689648250617,0.000487048984713098
"P32589","YPL106C","SSE1",0.00333440429038746,0.00343495650269732,0.00336826150785045,0.00359308458574559,0.00382394681658719,0.00381157647195078
"P32590","YBR169C","SSE2",1.32063117292672e-05,1.32645750445561e-05,1.39336769346845e-05,1.42462932100219e-05,1.51834399982494e-05,1.51628706271213e-05
"P32591","YJL176C","SWI3",6.84471717249327e-05,7.08030980828325e-05,6.9824897738563e-05,7.76186496902884e-05,8.60125920253639e-05,8.57319335342536e-05
"P32597","YIL126W","STH1",9.51162607107495e-05,9.70765404649736e-05,9.67236745237667e-05,9.99990212002257e-05,0.000111155219437496,0.000111247298869587
"P32598","YER133W","GLC7",0.000193359819958213,0.000192226739423756,0.000199609712654074,0.000229893961501349,0.0002351350786861,0.000237080127146315
"P32599","YDR129C","SAC6",0.000238492835974323,0.000236026614864468,0.000241903711362542,0.000240608188104089,0.000264720199753249,0.000265069620594905
"P32600","YKL203C","TOR2",3.17214917298267e-05,3.20024942265989e-05,3.40326613066628e-05,3.31476925043447e-05,3.4545352793615e-05,3.46901847057673e-05
"P32602","YBL050W","SEC17",0.0001145854801438,0.00012003543611763,0.00012342883409489,0.000134259291095967,0.000145167403135818,0.000137667837226731
"P32604","YJL155C","FBP26",1.96773273794804e-05,2.06111195431963e-05,2.12672068767885e-05,2.26879706063867e-05,2.34844260419044e-05,2.36715603336315e-05
"P32606","YOR017W","PET127",8.61762190525925e-07,8.86279643878458e-07,9.24558887025405e-07,7.03838732012791e-07,6.84141582398154e-07,7.1882621157556e-07
"P32608","YGL252C","RTG2",4.3849603343168e-05,4.12894736471602e-05,4.39865078095251e-05,4.70644488155931e-05,4.64154919590489e-05,4.68706504318684e-05
"P32609","YDR323C","PEP7",5.74552707809071e-06,5.01886683807099e-06,6.44067367811196e-06,5.68679793141356e-06,5.67129447661545e-06,6.42478844925031e-06
"P32610","YEL051W","VMA8",0.000221313454467425,0.000217842319716077,0.000225311754488859,0.000221214773080966,0.000238427473069226,0.000242887553414108
"P32611","YEL050C","RML2",2.65076264350765e-07,2.9114949048278e-07,2.82289565570394e-07,3.03947284394325e-07,3.10737147952695e-07,3.05565537458438e-07
"P32613","YEL048C","TCA17",2.05773002295252e-05,2.14767829994569e-05,2.09194859667074e-05,2.3166257988599e-05,2.48638280779668e-05,2.50991809219928e-05
"P32614","YEL047C","FRD1",0.000824413318944993,0.000807145243479627,0.000795654419102834,0.000785602138438373,0.000768402680441439,0.000809612975955264
"P32621","YEL042W","GDA1",1.83711086535076e-05,1.92945237550353e-05,1.88246650504028e-05,2.24446487726243e-05,2.40439338851584e-05,2.43834397039612e-05
"P32623","YEL040W","UTR2",0.00023263441653105,0.000245330099443278,0.000252931202345477,0.000252634278408772,0.000242391251406114,0.000251706878790165
"P32626","YEL038W","UTR4",2.39240775708906e-05,2.55129953841525e-05,2.43527024126665e-05,2.28703703896837e-05,2.6489436345892e-05,2.45355821936408e-05
"P32628","YEL037C","RAD23",0.000191667214830708,0.000191139472496973,0.000190576015882959,0.000209076124648193,0.0002286886715396,0.000224083984325711
"P32629","YEL036C","ANP1",5.43534806116607e-05,5.23630080729255e-05,5.54165607941317e-05,5.51255781351967e-05,5.62250357272515e-05,5.81728732302947e-05
"P32639","YER172C","BRR2",1.46788001390713e-05,1.35725183146592e-05,1.42219137620195e-05,1.70156009128376e-05,1.70942445588336e-05,1.56360164867406e-05
"P32642","YER174C","GRX4",1.21607359120882e-05,1.3300358770574e-05,1.24974908024456e-05,1.19461795915126e-05,1.30914329174423e-05,1.28185777321868e-05
"P32643","YER175C","TMT1",1.64065221978788e-05,1.59450337811492e-05,1.76299276228838e-05,1.3913514207311e-05,1.52876906551304e-05,1.45996113200808e-05
"P32644","YER176W","ECM32",1.1632332690579e-05,1.13599005768902e-05,1.23728597961446e-05,1.31276092684076e-05,1.40822817965901e-05,1.33144253859469e-05
"P32656","YER163C","GCG1",3.0284338084527e-06,2.94875143313132e-06,3.12358432154057e-06,3.13766808164967e-06,3.2836580961669e-06,3.42179050209937e-06
"P32657","YER164W","CHD1",2.28951138752772e-05,2.36496336550302e-05,2.35282836286008e-05,2.73016264352084e-05,2.9232415953417e-05,2.9076261461167e-05
"P32660","YER166W","DNF1",2.05098877167643e-05,1.97287309577955e-05,2.06342973987577e-05,2.1988077871938e-05,2.3703190547224e-05,2.31156382146617e-05
"P32767","YGL016W","KAP122",3.45449207851978e-05,3.30333463758619e-05,3.50538842311098e-05,3.55702273445676e-05,3.72199966981589e-05,3.72943141794469e-05
"P32769","YKR084C","HBS1",1.48798646954067e-05,1.48248878635279e-05,1.51919753358393e-05,1.52054884457753e-05,1.60125754851671e-05,1.5815255094365e-05
"P32770","YDL167C","NRP1",7.05301945101096e-06,7.18905822587862e-06,7.12702055651429e-06,8.10028115994458e-06,8.06444782981413e-06,7.8545000557777e-06
"P32771","YDL168W","SFA1",1.11103756774415e-05,1.07095056922004e-05,1.14568735571752e-05,1.24184086392885e-05,1.27434743996811e-05,1.26203419693253e-05
"P32774","YKL058W","TOA2",7.02926466231327e-05,7.00461710364872e-05,7.45094648300042e-05,8.03899302023521e-05,8.88860512359818e-05,8.3761131573264e-05
"P32775","YEL011W","GLC3",1.08315965956852e-05,9.47579220532324e-06,1.06881864154537e-05,1.14620384714664e-05,1.32375364706564e-05,1.30334277848549e-05
"P32776","YDR311W","TFB1",9.03621251457353e-06,9.29691650963775e-06,9.68535990854472e-06,9.28534644140893e-06,1.0072847126736e-05,1.01271194492578e-05
