"Accession","Gene","Protein","Min_1","Min_2","Min_3","Rich_1","Rich_2","Rich_3"
"Q04599","YDR116C","MRPL1",3.33526355828265e-05,3.43464543545177e-05,3.44702125356676e-05,3.17591255899151e-05,3.55552655145802e-05,3.59899661530418e-05
"Q04600","YDR117C","TMA64",1.36777783984747e-05,1.33124069398029e-05,1.3890271568216e-05,1.64892212412588e-05,1.65570554648606e-05,1.65618540916074e-05
"Q04602","YDR119W","VBA4",1.19650022376282e-05,1.05507693030441e-05,1.19196023263206e-05,1.12144071879694e-05,1.19526371435794e-05,1.10556340455318e-05
"Q04603","YDR121W","DPB4",1.32655164599029e-05,1.37455497810744e-05,1.37452829519708e-05,1.52084282615762e-05,1.6691463491974e-05,1.61175649043198e-05
"Q04632","YML071C","COG8",6.14176264661237e-06,5.77950751042739e-06,6.27442025356346e-06,5.60118516131396e-06,6.47646404158631e-06,6.79360750232291e-06
"Q04636","YML069W","POB3",5.62130429882566e-05,5.75647121859879e-05,5.83120575534762e-05,6.24877548768546e-05,6.45931052165587e-05,6.16049734762067e-05
"Q04651","YML067C","ERV41",5.69819894411793e-06,5.79357280166665e-06,5.90680826281816e-06,6.32256242372608e-06,6.89688492478724e-06,7.05757429372258e-06
"Q04659","YMR048W","CSM3",2.21541855040394e-06,2.35025033009835e-06,2.09264511807331e-06,2.70864176644886e-06,2.9003076091405e-06,2.85290298735479e-06
"Q04660","YMR049C","ERB1",6.96433828411829e-05,7.00584161627912e-05,7.12873513109434e-05,8.67632503000821e-05,8.75201158039536e-05,8.52384401688586e-05
"Q04673","YLR005W","SSL1",1.03892697440286e-05,1.09858565036334e-05,1.1306199791062e-05,1.06351277472112e-05,1.14279505817462e-05,1.03735175738518e-05
"Q04693","YML049C","RSE1",1.37729639259158e-05,2.16537613429692e-05,1.48261324572506e-05,1.33093267160981e-05,1.32133117560162e-05,1.28685312802316e-05
"Q04697","YML048W","GSF2",0.000392045574833982,0.00040162220739773,0.000395187799213572,0.000409854386580423,0.000423949370410698,0.000430658344803002
"Q04728","YMR062C","ARG7",0.000895462211978961,0.000877691193219935,0.000888689258071808,0.000297883478647502,0.000292188387371107,0.000298355344927906
"Q04740","YMR234W","RNH1",1.90427925082355e-07,1.77166530884367e-07,2.12396287755319e-07,2.46638403983107e-07,2.56300506081918e-07,2.58879880103955e-07
"Q04767","YMR071C","TVP18",3.86256945302637e-06,3.88959797452085e-06,3.75730752313994e-06,3.61614375313677e-06,3.88184008724361e-06,3.89924464864128e-06
"Q04772","YMR073C","IRC21",3.60215518080603e-06,3.58244437111915e-06,3.79580263792484e-06,3.45588049305369e-06,3.7609430750417e-06,3.77975662014271e-06
"Q04773","YMR074C","YMR074C",1.87492960932357e-05,1.86231049481524e-05,1.73530632237662e-05,1.91784277668043e-05,1.97098656261532e-05,1.95822327960926e-05
"Q04779","YMR075W","RCO1",1.23676357579112e-06,1.21076637701971e-06,1.20234197996014e-06,1.24297493132875e-06,1.33421280457055e-06,1.21375892554596e-06
"Q04781","YMR247C","RKR1",2.81687482223824e-05,2.85293833852963e-05,2.89323165884258e-05,3.05933193815166e-05,3.24539441665791e-05,3.27224047233017e-05
"Q04792","YMR250W","GAD1",5.06579865353103e-07,5.22115242670444e-07,5.8685466234274e-07,6.79986135546949e-07,7.62000710327815e-07,7.64439661235601e-07
"Q04847","YMR258C","ROY1",3.71032472037998e-06,3.74634230323192e-06,3.71891129983491e-06,3.92493764859463e-06,4.14692845788539e-06,4.10921155589485e-06
"Q04867","YMR310C","YMR310C",7.38902098274433e-06,7.74964826298065e-06,7.26462746233002e-06,7.45629477777907e-06,8.76285859131341e-06,7.81758137496317e-06
"Q04868","YMR312W","ELP6",5.94279315779553e-07,6.1887913793607e-07,6.31654229340952e-07,6.33723254154937e-07,6.68446775839189e-07,6.53396656193603e-07
"Q04869","YMR315W","YMR315W",6.1910446520943e-05,6.57948184806854e-05,6.6912795218847e-05,6.19475476649774e-05,6.79535664800009e-05,6.68966995978089e-05
"Q04894","YMR318C","ADH6",0.000152097252344818,0.000160053643833424,0.00016039444822767,0.000141269629367108,0.000152376047545721,0.000149942844129141
"Q04924","YDR221W","GTB1",2.78866482760885e-05,2.726131915491e-05,2.85848548843035e-05,3.17699846551609e-05,3.27143496006335e-05,3.06682122649747e-05
"Q04934","YDR229W","IVY1",4.50855627584298e-05,4.50963071746456e-05,4.72495044792735e-05,5.14310472626772e-05,5.82184811375302e-05,5.48220911740086e-05
"Q04935","YDR231C","COX20",2.48871374028281e-05,2.52614017193886e-05,2.5589362910096e-05,2.12425544888979e-05,2.26344227097119e-05,2.29660815957929e-05
"Q04947","YDR233C","RTN1",0.000446182908422593,0.000481683984174567,0.000463910315177458,0.000492024331507631,0.000538847594601561,0.000534048341821786
"Q04951","YMR305C","SCW10",2.4097534644119e-05,2.40318053970212e-05,2.36652301990774e-05,2.61843249814477e-05,3.18074267648442e-05,2.99636515048119e-05
"Q04958","YML059C","NTE1",9.62704308815013e-06,9.96682762560212e-06,1.07756628751345e-05,1.17868558510372e-05,1.1775270326913e-05,1.23179532837203e-05
"Q04969","YML055W","SPC2",1.84251297651449e-05,1.94397876065785e-05,1.87755660908289e-05,1.82550977510718e-05,1.94418607707206e-05,1.9115991613445e-05
"Q04991","YMR221C","FMP42",7.01781882489576e-05,6.99110066679487e-05,7.76459274836164e-05,5.69241126370082e-05,6.32261460074553e-05,6.33212286512463e-05
"Q05016","YMR226C","YMR226C",0.000400652230356291,0.000410565521318719,0.000416742808388083,0.000291845007708663,0.000339629276464173,0.000350477790168501
"Q05021","YMR227C","TAF7",7.45978205176837e-06,6.7484154095339e-06,7.48134910860297e-06,7.15586843993453e-06,8.80522232000664e-06,8.11223408821582e-06
"Q05022","YMR229C","RRP5",0.000470262592584145,0.000485126228491719,0.00048633375342876,0.000606970680075915,0.000612706937809895,0.00059610588181994
"Q05024","YMR233W","TRI1",6.54609006341182e-06,6.10144940650296e-06,6.55753236775114e-06,7.55579275194178e-06,8.0252738256786e-06,7.57593070998201e-06
"Q05027","YMR236W","TAF9",1.80339060636031e-05,1.99933097476194e-05,1.85428041023831e-05,2.10447265458852e-05,2.19790605792182e-05,2.0289958680739e-05
"Q05029","YMR237W","BCH1",2.72992678397607e-05,2.65023861565675e-05,2.84665035955372e-05,2.60884695288419e-05,2.75023525570608e-05,2.80578331041639e-05
"Q05031","YMR238W","DFG5",1.80602046779752e-05,1.93251910411391e-05,1.88672009201167e-05,1.96296626399834e-05,2.19774805858956e-05,2.0249920538892e-05
"Q05040","YMR029C","FAR8",3.89571158684165e-05,3.92551415415364e-05,3.99982972519976e-05,4.17737509115352e-05,4.54123681245704e-05,4.36698770523619e-05
"Q05050","YMR031C","EIS1",2.9355311725014e-05,2.7422968691396e-05,3.02288163630248e-05,3.3012255691928e-05,3.68174059630877e-05,3.56411137587738e-05
"Q05080","YMR032W","HOF1",1.6414147242251e-06,1.64648112492998e-06,1.70766254863255e-06,1.25020033014267e-06,1.29255353361652e-06,1.23609812829424e-06
"Q05123","YMR033W","ARP9",8.04718536480986e-05,7.43092505927635e-05,8.00679709270434e-05,7.28642141985497e-05,8.18608536619478e-05,8.04750224291461e-05
"Q05166","YDL088C","ASM4",5.90096213510203e-06,5.60964131447428e-06,6.75281837440346e-06,5.0957490406748e-06,5.50295580647964e-06,6.09577442705088e-06
"Q05359","YAR002C-A","ERP1",4.30783722510053e-05,4.41498901729221e-05,4.44479500727518e-05,5.22065041135307e-05,5.22992827452047e-05,5.32192738975674e-05
"Q05468","YDR333C","RQC1",1.01044148775183e-05,9.82686568377804e-06,1.05745929484582e-05,1.16588212828295e-05,1.23616754039714e-05,1.22215740807991e-05
"Q05471","YDR334W","SWR1",6.62151042166227e-06,6.68937569510821e-06,7.14308736465401e-06,7.07728714598592e-06,7.40126573128716e-06,7.31455197862475e-06
"Q05498","YDR339C","FCF1",3.70691117264812e-06,3.81113877978048e-06,3.968781506367e-06,4.80551529020517e-06,4.88317246460851e-06,4.86708487491348e-06
"Q05506","YDR341C","YDR341C",0.000773375050094732,0.000774896669702523,0.000770362767837413,0.000805537432277414,0.000869523243368844,0.000855109109545732
"Q05515","YDR346C","SVF1",2.89574281647273e-05,2.88140210788528e-05,2.78163401403471e-05,2.74719098684581e-05,3.29317840146582e-05,3.2400107037494e-05
"Q05518","YDR348C","PAL1",3.60754938647023e-06,3.52041819733009e-06,3.67208751902346e-06,4.06251959299742e-06,4.0557254264427e-06,3.97133601679895e-06
"Q05521","YDR284C","DPP1",2.39139800659656e-05,2.35152221286321e-05,2.69884586829609e-05,1.92918836919435e-05,2.05037911979935e-05,2.05442104721901e-05
"Q05541","YDR288W","NSE3",2.24494540553468e-06,2.04447641746096e-06,2.52569128088206e-06,2.30648630316494e-06,2.37136438052582e-06,2.37131182742666e-06
"Q05543","YDR289C","RTT103",2.12911686682354e-05,2.0970910477345e-05,2.1016696486516e-05,2.55967894608673e-05,2.75008293568361e-05,2.61209424777076e-05
"Q05549","YDR291W","HRQ1",5.33946052193359e-06,5.19353181625593e-06,5.33132474368836e-06,6.36207913249054e-06,6.20225902865897e-06,6.27483913110859e-06
"Q05567","YDR294C","DPL1",2.85436497690864e-05,2.85982821626158e-05,2.93594650034574e-05,2.99739252697368e-05,3.11859293284284e-05,3.01683986574867e-05
"Q05580","YDR266C","HEL2",2.00394625870433e-06,2.05490579029646e-06,2.16502303663166e-06,2.41832069487595e-06,2.52720324853312e-06,2.56056293476486e-06
"Q05584","YDR272W","GLO2",1.34045804024588e-05,1.30031575676082e-05,1.35556233746764e-05,1.2965458786208e-05,1.43550081471336e-05,1.33442655474984e-05
"Q05635","YDR279W","RNH202",2.22998735223883e-06,2.30002367824533e-06,2.33347692293134e-06,2.88895012644792e-06,2.94079923190633e-06,2.91736998752705e-06
"Q05636","YDR280W","RRP45",0.000105628111900052,0.000110867019071065,0.000112201836405899,0.000121064892689317,0.00012625115896736,0.000125796054376141
"Q05648","YDR282C","MRX10",2.18534220375668e-06,2.16727755155003e-06,2.41585589162238e-06,2.6610702668749e-06,2.7945554206661e-06,2.84338356200451e-06
"Q05672","YDL189W","RBS1",1.54116295398828e-06,1.66725078677425e-06,1.67339605423822e-06,1.70588558579395e-06,1.98105708965783e-06,1.95675099322619e-06
"Q05775","YLR192C","HCR1",0.000456563254424546,0.000475437117511771,0.000452156667621282,0.000568662053722991,0.000618971508124211,0.000621182521243066
"Q05778","YLR199C","PBA1",9.32394825654916e-06,9.22484540028407e-06,9.24388846289015e-06,9.54869807478359e-06,9.95673206708642e-06,9.58908761763601e-06
"Q05779","YLR201C","COQ9",2.07202586622868e-05,2.21475175242849e-05,2.21302740256578e-05,2.05536079440141e-05,2.18975415637209e-05,2.39604406401361e-05
"Q05785","YLR206W","ENT2",2.5932306009775e-05,2.31651203113639e-05,2.60872781801849e-05,2.77461147740101e-05,3.12268379791797e-05,2.88658958305676e-05
"Q05787","YLR207W","HRD3",8.74804473279876e-06,8.52643964652818e-06,8.64740592965739e-06,8.28384439091851e-06,9.57998646225034e-06,9.60372431038923e-06
"Q05788","YLR209C","PNP1",5.77083687639055e-05,5.87041423308543e-05,5.99064998046391e-05,5.57827546188606e-05,5.84939493262474e-05,6.08680829759045e-05
"Q05791","YLR215C","CDC123",9.68766209637688e-06,8.909328781774e-06,9.41537331079062e-06,8.4336538560261e-06,8.72873218903064e-06,9.13031944960445e-06
"Q05812","YLR219W","MSC3",1.63697476354022e-06,1.73207898324168e-06,1.82576582592566e-06,1.98016117588085e-06,2.00218700897366e-06,2.01486938709786e-06
"Q05854","YLR278C","YLR278C",4.15081413322427e-06,4.42885037285194e-06,4.72714711510004e-06,4.26900418044305e-06,4.49416439099996e-06,4.02214132272862e-06
"Q05874","YLR285W","NNT1",2.67686190969844e-06,2.69057227798088e-06,2.49156414762822e-06,2.41438479655119e-06,2.98449444469015e-06,2.87805463038118e-06
"Q05881","YLR287C","YLR287C",9.29718749686336e-06,9.53308187016847e-06,9.30780434565677e-06,1.1023172568924e-05,1.16886052353624e-05,1.1588216872882e-05
"Q05892","YLR290C","COQ11",4.53476713206712e-06,4.14112344600709e-06,4.60994772786536e-06,5.22986370091961e-06,5.54169777772652e-06,5.89638351722926e-06
"Q05900","YLR298C","YHC1",4.92287883090929e-06,5.13959742990102e-06,5.0368466102868e-06,5.53550085870899e-06,5.64753698474505e-06,5.70109077851634e-06
"Q05902","YLR299W","ECM38",1.07075352587824e-05,1.02877343829815e-05,1.05549033194618e-05,7.58359589110979e-06,8.00325806008606e-06,8.01590683820811e-06
"Q05905","YLR301W","HRI1",0.000396547013743195,0.000389576093480701,0.000396624429734003,0.000346394887540678,0.000403209304994052,0.00040152560136387
"Q05911","YLR359W","ADE13",0.00175845196162712,0.00184563292195645,0.00174009851626959,0.00204711505400691,0.00218082166268686,0.00208966879303207
"Q05919","YLR360W","VPS38",4.59780210530241e-06,4.62419724142641e-06,4.66081573665644e-06,5.42898671659262e-06,5.48868500101553e-06,5.90492248092435e-06
"Q05924","YLR361C","DCR2",1.55486877998017e-06,1.52613969797289e-06,1.68280096620102e-06,1.72045191776059e-06,1.8768498639976e-06,1.85574150175941e-06
"Q05926","YLR364W","GRX8",3.48797966733319e-06,3.66576905652016e-06,3.48352013156124e-06,8.70545148259498e-07,8.89979136026318e-07,1.03910333125586e-06
"Q05931","YLR369W","SSQ1",2.04923632261807e-05,2.02760808882399e-05,2.03964866167141e-05,2.39520341979829e-05,2.53116809763341e-05,2.50582365392163e-05
"Q05933","YLR370C","ARC18",0.000122842569321693,0.000121351602471088,0.000122794609356096,0.000104867244098555,0.000112830944604719,0.000119759093375243
"Q05934","YLR373C","VID22",3.32858812893728e-05,3.33885214591691e-05,3.38026012587697e-05,2.94313959134722e-05,3.0479403775882e-05,3.17162698654178e-05
"Q05942","YLR221C","RSA3",1.19330622898948e-05,1.25263672676382e-05,1.21789146911881e-05,1.54199798424289e-05,1.73934310500653e-05,1.73794265794929e-05
"Q05946","YLR222C","UTP13",8.45740406116524e-06,8.36125925465481e-06,8.80794363989428e-06,1.02984999069828e-05,1.03486813002268e-05,1.0228688586315e-05
"Q05948","YLR225C","YLR225C",2.30675336596999e-05,2.24388946856444e-05,2.41597852043493e-05,2.22484010627178e-05,2.47143420730874e-05,2.39140013969167e-05
"Q05958","YLR228C","ECM22",1.94229220058077e-06,2.08785126812878e-06,1.92677598158327e-06,2.13095437464876e-06,2.15627899222418e-06,2.16019472241702e-06
"Q05979","YLR231C","BNA5",7.31151937351471e-06,7.1372579730928e-06,7.54144138523236e-06,8.14314064016514e-06,9.69442202487408e-06,9.38540250211174e-06
"Q05998","YLR237W","THI7",1.74933064395801e-05,1.92608412709454e-05,1.9207620765143e-05,3.15092065864132e-05,3.57387421204419e-05,3.37072009444045e-05
"Q06010","YLR389C","STE23",5.03688822319652e-05,4.90894402426801e-05,5.08960709283623e-05,5.23983993817693e-05,5.29326806254363e-05,5.39848748530441e-05
"Q06011","YLR390W","ECM19",1.8418297270287e-05,1.44371400066181e-05,1.53955554935442e-05,1.42512877440216e-05,1.33394068381434e-05,1.12400578497068e-05
"Q06053","YLR401C","DUS3",2.74117691413292e-05,2.71096455026921e-05,2.69523551489834e-05,3.05768012986767e-05,3.1386421847783e-05,3.12358495997728e-05
"Q06063","YLR405W","DUS4",5.13982553776012e-06,5.05136666001649e-06,5.11694703607486e-06,5.68610183903625e-06,5.99404274586165e-06,6.40577014167571e-06
"Q06070","YLR407W","YLR407W",3.34324488934629e-06,7.63706784930569e-07,1.31763920208748e-06,5.47913334914624e-06,4.32529421001372e-06,8.66581867403143e-07
"Q06078","YLR409C","UTP21",2.06501969555467e-05,2.12001990898715e-05,2.16241005983246e-05,2.35117055401834e-05,2.48769189904792e-05,2.39482030991896e-05
"Q06090","YPR100W","MRPL51",7.5838895377663e-06,5.4734467526515e-06,7.15849003133517e-06,5.50232478534512e-06,5.79885445622826e-06,5.77463985557813e-06
"Q06096","YPR105C","COG4",1.69972874504208e-05,1.67568536852127e-05,1.74318339879686e-05,1.83804836508359e-05,1.89935850817703e-05,1.89142725069953e-05
"Q06103","YPR108W","RPN7",0.000240686536938782,0.000241890514255315,0.00024783125935786,0.000274909324208686,0.000288465136442632,0.000292088485298009
"Q06104","YPR109W","YPR109W",2.9016804788585e-07,3.03926011592983e-07,3.17619711237119e-07,2.82311958394331e-07,3.40056076145806e-07,3.27712340306083e-07
"Q06106","YPR112C","MRD1",1.75736850244299e-05,1.73445724904374e-05,1.82922176025001e-05,2.23177331379071e-05,2.34561104191529e-05,2.26267301279274e-05
"Q06107","YPR114W","YPR114W",6.22892432885972e-06,6.31038025359512e-06,6.38232584381912e-06,7.4288703615208e-06,7.526444244554e-06,7.54663421575724e-06
"Q06108","YPR115W","RGC1",3.25048942320813e-06,2.9842034645721e-06,3.78022228068024e-06,2.93668684896954e-06,2.51336938494441e-06,2.87862372494955e-06
"Q06132","YLR336C","SGD1",2.290378652798e-05,2.33149318717511e-05,2.38031013408384e-05,2.51807860302295e-05,2.73588109932765e-05,2.7660270768449e-05
"Q06137","YLR345W","YLR345W",1.07611824459669e-05,9.26940976021852e-06,1.06888425003928e-05,9.55960200408912e-06,1.02001958338489e-05,1.01674832421132e-05
"Q06142","YLR347C","KAP95",0.000483497378449445,0.000504613555765862,0.000501218579295318,0.000526705682332722,0.000536880888652532,0.000519573576109338
"Q06143","YLR348C","DIC1",2.93230489497161e-05,2.71831888020552e-05,2.80813692836854e-05,1.98730852557957e-05,2.15799697366488e-05,2.3689606197862e-05
"Q06147","YLR260W","LCB5",6.09120890827273e-07,6.13631279849394e-07,6.34083336989205e-07,5.95010597870451e-07,6.17898836837295e-07,6.42071626570461e-07
"Q06151","YLR270W","DCS1",5.57318632237888e-05,5.38019440268938e-05,5.55932674795182e-05,6.13276849072208e-05,6.21422756760084e-05,6.62951694689815e-05
"Q06156","YLR272C","YCS4",1.39957315713539e-05,1.35071415094347e-05,1.55020902841686e-05,1.68744325205841e-05,1.60079022411885e-05,1.55414791994722e-05
"Q06162","YLR315W","NKP2",7.78801603390917e-06,7.13447372019531e-06,8.2095054491469e-06,8.17504503984196e-06,8.51882398066858e-06,8.49208817151822e-06
"Q06168","YLR321C","SFH1",3.93286183118126e-06,4.01873265433534e-06,4.56798110970881e-06,5.10898251409006e-06,5.32476213253926e-06,5.44828933775065e-06
"Q06169","YLR324W","PEX30",6.6948463942048e-06,6.22923026357544e-06,6.90477183351493e-06,6.27813197265178e-06,6.51463852971396e-06,6.13999553879222e-06
"Q06178","YLR328W","NMA1",1.29952384004949e-05,1.32124971103191e-05,1.36082784244799e-05,1.1658930401804e-05,1.27380875800599e-05,1.27825664757511e-05
"Q06179","YLR454W","FMP27",4.56642310517088e-06,4.62057843110439e-06,4.57139829256403e-06,4.75603955224377e-06,5.10295289502588e-06,5.10987556613772e-06
"Q06188","YLR455W","YLR455W",7.66523902680335e-07,7.18009515678427e-07,7.86762951280408e-07,6.96096125878791e-07,8.04028122726187e-07,8.79713143019762e-07
"Q06205","YLR449W","FPR4",0.000100196188567984,0.000109192740062826,9.55480315403029e-05,0.000153769390065581,0.000161119265754069,0.000152834481300959
"Q06211","YPR164W","MMS1",5.33909036627137e-06,5.65673621775565e-06,5.71670900150325e-06,5.98774108826832e-06,6.34396073870537e-06,6.57518367417595e-06
"Q06214","YPR169W","JIP5",3.41856206104756e-06,3.48941989053903e-06,3.5046392405916e-06,5.16749008461649e-06,5.55602197206163e-06,5.6012814876589e-06
"Q06218","YLR276C","DBP9",4.04768043423171e-05,4.51838697155609e-05,3.97830611014819e-05,5.00169405341621e-05,5.7702986627646e-05,5.75996666534474e-05
"Q06224","YLR277C","YSH1",1.86401878636173e-06,1.78599870052889e-06,1.82076087019207e-06,1.83617099670315e-06,1.90936734532251e-06,1.85828963685926e-06
"Q06245","YLR166C","SEC10",1.29914710415833e-05,1.26959218391182e-05,1.36314873787653e-05,1.44772121583981e-05,1.52116137454285e-05,1.54138497906091e-05
"Q06252","YLR179C","YLR179C",3.10327294344478e-05,3.04349435322821e-05,3.23720612576529e-05,1.88185637867179e-05,2.08986208895593e-05,2.04088126665314e-05
"Q06263","YLR181C","VTA1",2.80235728236081e-06,2.87359301419094e-06,2.86415562943864e-06,2.67863527998964e-06,3.29740370607905e-06,3.32319641521802e-06
"Q06287","YLR186W","EMG1",3.41155538628894e-05,3.45950705097797e-05,3.43796969902205e-05,3.92157094235631e-05,4.18519607977316e-05,4.01938941996576e-05
"Q06315","YLR187W","SKG3",5.93439431131416e-06,5.58648727176376e-06,6.38845139748057e-06,6.15661001478575e-06,6.56273480531402e-06,6.46839501274232e-06
"Q06321","YLR189C","ATG26",1.6851177004798e-07,1.61594691980861e-07,1.94184391242446e-07,1.59809320963436e-07,1.56700941243213e-07,1.67667087583528e-07
"Q06324","YLR190W","MMR1",3.57570972541753e-07,3.69670037417776e-07,4.09703416620753e-07,3.19198523903572e-07,3.16676686420793e-07,3.57134880383956e-07
"Q06328","YDR352W","YPQ2",2.02354140715806e-06,2.23202744828785e-06,2.33811555085936e-06,1.83643669259698e-06,1.88596929232943e-06,1.81227419873444e-06
"Q06333","YDR357C","CNL1",2.54539176236072e-06,2.20600912166029e-06,2.03329231802025e-06,2.24409239310359e-06,2.76519572314018e-06,2.47224795303584e-06
"Q06336","YDR358W","GGA1",3.07364036706531e-05,2.90791235763545e-05,3.12193024442372e-05,3.25059610469029e-05,3.32039737271087e-05,3.41523050532937e-05
"Q06337","YDR359C","EAF1",9.92429805531373e-06,8.58869556182069e-06,1.16070267508355e-05,1.13967443642787e-05,1.05892898426378e-05,1.13352526443964e-05
"Q06338","YDR361C","BCP1",2.84572369401251e-05,2.96896175346045e-05,2.85122766561746e-05,3.17471379432591e-05,3.30084124453905e-05,3.33016669120204e-05
"Q06344","YDR365C","ESF1",3.39922202014711e-05,3.36592448607459e-05,3.49506729260711e-05,5.01058220341939e-05,5.091480391089e-05,5.05057847335026e-05
"Q06346","YDR367W","KEI1",2.38900915982945e-05,2.35183990306396e-05,2.48977520161965e-05,2.59275719094719e-05,2.69107978275018e-05,2.68994239938102e-05
"Q06350","YDR371W","CTS2",1.13427029451593e-06,1.15148433599463e-06,1.20576870022111e-06,1.21577267446612e-06,1.25250310172767e-06,1.28013711016343e-06
"Q06385","YDR372C","VPS74",0.000127699859720637,0.000127619612166324,0.000128679929781923,0.00012101147430337,0.00013331335058498,0.000137076106590835
"Q06389","YDR373W","FRQ1",6.12236192303927e-06,6.11367265358837e-06,6.50574762163924e-06,5.77970930538978e-06,6.61529871905791e-06,6.73757403459176e-06
"Q06405","YDR377W","ATP17",4.9889043916261e-06,5.22264487291154e-06,5.37311216666327e-06,5.43287414206031e-06,5.66723588704092e-06,5.98560549300668e-06
"Q06406","YDR378C","LSM6",9.80375956682913e-06,1.09154729948577e-05,1.14590907825211e-05,1.4260163919782e-05,1.427394049065e-05,1.33086175149219e-05
"Q06407","YDR379W","RGA2",2.562227787014e-06,2.53642149562118e-06,2.68377563667814e-06,3.02470141936241e-06,3.02731607554968e-06,3.0971703036877e-06
"Q06409","YLR422W","YLR422W",9.64667999991098e-06,9.28099365986866e-06,1.10187364564585e-05,1.02060593456662e-05,1.07272860151946e-05,1.08235809976456e-05
"Q06411","YLR424W","SPP382",4.07014483105282e-06,4.01658834816689e-06,4.42906523957619e-06,4.4553259680817e-06,5.17777231553229e-06,4.99696279920654e-06
"Q06436","YLR427W","MAG2",3.23204532664378e-07,3.03134487035521e-07,3.29525789691204e-07,3.45997125738452e-07,3.52062323585202e-07,3.80843604115626e-07
"Q06440","YLR429W","CRN1",5.98426202665009e-05,6.23990621539695e-05,6.04776141690344e-05,7.03167182933436e-05,7.42709402764029e-05,7.22010117368509e-05
"Q06479","YLR352W","YLR352W",1.72632889687288e-07,1.56764867425452e-07,1.54045604641072e-07,1.81806197641756e-07,2.15659774040654e-07,1.95086630113056e-07
"Q06488","YLR357W","RSC2",2.14618961676948e-05,2.25274378499671e-05,2.2722487926108e-05,2.40579749486955e-05,2.43368358903208e-05,2.44619439496674e-05
"Q06489","YPR118W","MRI1",7.61743680948752e-05,7.9217589730042e-05,7.84738295303578e-05,8.59094547526468e-05,9.10144817611837e-05,9.23209904742378e-05
"Q06493","YPR125W","YLH47",2.87034106083974e-05,2.83916153375914e-05,2.91515105957135e-05,3.54584169450013e-05,3.81057814127593e-05,3.83514253552836e-05
"Q06494","YPR127W","YPR127W",8.11951625402748e-06,8.80654644388201e-06,8.95492834834182e-06,9.25640125160146e-06,9.64391157428492e-06,1.05546127352087e-05
"Q06497","YPR128C","ANT1",2.376075819083e-05,2.80260877759601e-05,2.50636000706244e-05,2.48043283738539e-05,2.91287103292765e-05,2.87270076260803e-05
"Q06504","YPR131C","NAT3",3.0340727404713e-05,2.88699175241976e-05,3.21952000279735e-05,3.13508630439333e-05,3.25388704220907e-05,3.20989621566392e-05
"Q06505","YPR133C","SPN1",2.8961349517961e-05,2.83433330014894e-05,2.90716989424027e-05,3.6246896997395e-05,3.8268057967273e-05,3.79011497906763e-05
"Q06506","YPR137W","RRP9",2.47165441741351e-05,2.51650540636445e-05,2.54362872212604e-05,2.97214377717121e-05,3.06866016963288e-05,3.09027826364544e-05
"Q06508","YPR139C","LOA1",5.60618583768569e-06,5.6022223213263e-06,5.91724720266323e-06,7.11009792211715e-06,6.69715247814122e-06,6.55561873769218e-06
"Q06511","YPR143W","RRP15",8.21788998175173e-05,8.18366566000273e-05,9.04075401579065e-05,9.92215851018098e-05,0.000102268191795624,0.000103980997639144
"Q06512","YPR144C","NOC4",1.64238194546614e-05,1.73780667719657e-05,1.76459975338317e-05,1.96156635179583e-05,2.13189937247961e-05,2.01794155545477e-05
"Q06523","YPR148C","YPR148C",3.82205131952035e-05,3.69995641238569e-05,3.80205869312757e-05,4.78021448584146e-05,5.03656702041415e-05,4.93164367308177e-05
"Q06525","YPR152C","URN1",8.19079906778695e-06,7.21619636721412e-06,9.20924067064102e-06,6.61608260662247e-06,8.09627541221572e-06,8.12508844804975e-06
"Q06538","YLR241W","CSC1",1.12607997595814e-05,1.0999738465057e-05,1.19305258318285e-05,1.15616724052051e-05,1.17278917293067e-05,1.19081670521047e-05
"Q06549","YLR245C","CDD1",8.23545029230998e-08,8.03713465701292e-08,8.50132270963316e-08,8.26727397658209e-08,9.70523081675147e-08,9.23929763231643e-08
"Q06554","YLR247C","IRC20",7.08659491915877e-06,6.87544873754337e-06,7.58210031003905e-06,7.52954997895573e-06,7.82553418618553e-06,7.97942597815502e-06
"Q06567","YLR253W","MCP2",2.32172981459821e-06,2.32591485048968e-06,2.58096861887754e-06,2.48251645759568e-06,2.84348952388676e-06,2.59901879314362e-06
"Q06580","YPR188C","MLC2",2.47686742668411e-06,2.60286148670973e-06,2.58407081912944e-06,3.04448288548095e-06,3.18361788794604e-06,3.0045553080778e-06
"Q06604","YPR171W","BSP1",2.04288619390766e-06,2.23277092481912e-06,2.02635082055848e-06,2.29363243020365e-06,2.40536044820008e-06,2.41759826177046e-06
"Q06624","YPR180W","AOS1",6.47294821440722e-06,6.65699954131245e-06,6.74931996937502e-06,7.1436187359985e-06,7.69670094607144e-06,7.81699897936398e-06
"Q06625","YPR184W","GDB1",4.53979368701724e-05,4.35624109334162e-05,4.53631026116405e-05,2.32013173808058e-05,2.58934049740141e-05,2.5785280435685e-05
"Q06628","YPR185W","ATG13",4.27057098634704e-08,5.21460871713549e-08,6.44779995236768e-08,6.08378635150367e-08,6.5317320538028e-08,6.79613682736984e-08
"Q06629","YDR295C","HDA2",5.3040133659742e-06,5.23577424501748e-06,5.56925224143872e-06,5.63400429599557e-06,5.93614108481059e-06,5.90481410118081e-06
